Modulator	TF	significantTriplets	pvalue
Rgs10	Psmc3ip	213	1.1102230246251565E-16
Rgs10	Tcf3	390	0.0
Rgs10	Tcf7	226	0.0
Rgs10	Tgif1	151	5.718873964524196E-4
Rgs10	Zfp36l1	224	0.0
Rgs11	Nfkb1	276	0.0
Rgs11	Psmc3ip	169	1.0063224256118275E-6
Rgs11	Tcf3	284	0.0
Rgs11	Tcf7	149	0.0010271846261774575
Rgs11	Zfp36l1	269	0.0
Rgs12	Nfkb1	198	8.461009670668318E-13
Rgs12	Tcf3	268	0.0
Rgs12	Tcf7	159	4.3155750089285405E-5
Rgs12	Tgif1	305	0.0
Rgs14	Nfkb1	502	0.0
Rgs14	Tcf3	500	0.0
Rgs14	Tgif1	288	0.0
Rgs14	Zfp36l1	264	0.0
Rgs17	Nfkb1	217	0.0
Rgs17	Tcf3	230	0.0
Rgs17	Tgif1	295	0.0
Rgs19	Nfkb1	297	0.0
Rgs19	Psmc3ip	192	2.186417713545552E-11
Rgs19	Tcf3	289	0.0
Rgs19	Tcf7	537	0.0
Rgs19	Tgif1	294	0.0
Rgs19	Zfp36l1	307	0.0
Rgs2	Nfkb1	243	0.0
Rgs2	Psmc3ip	317	0.0
Rgs2	Tcf3	366	0.0
Rgs2	Tcf7	348	0.0
Rgs2	Tgif1	224	0.0
Rgs2	Zdhhc2	391	0.0
Rgs2	Zfp36l1	296	0.0
Rgs20	Nfkb1	272	0.0
Rgs20	Psmc3ip	209	1.3322676295501878E-15
Rgs20	Tcf3	437	0.0
Rgs20	Tcf7	193	1.2875478461182865E-11
Rgs20	Tgif1	203	4.9182879990894435E-14
Rgs20	Zfp36l1	353	0.0
Rgs4	Epas1	167	2.2341343067777686E-6
Rgs4	Nfkb1	442	0.0
Rgs4	Psmc3ip	287	0.0
Rgs4	Tcf3	542	0.0
Rgs4	Tcf7	335	0.0
Rgs4	Tgif1	178	2.1108174430573E-8
Rgs4	Zfp36l1	357	0.0
Rgs6	Nfkb1	213	1.1102230246251565E-16
Rgs6	Psmc3ip	143	0.005133768582017084
Rgs6	Tcf3	375	0.0
Rgs6	Tcf7	158	6.086820161643747E-5
Rgs7	Nfkb1	228	0.0
Rgs7	Tcf3	256	0.0
Rgs7	Tgif1	327	0.0
Rgs7bp	Tcf3	192	2.186417713545552E-11
Rgs7bp	Tgif1	226	0.0
Rgs7bp	Zfp36l1	152	4.228344153047736E-4
Rgs8	Nfkb1	142	0.006568155885549598
Rgs8	Psmc3ip	151	5.718873964524196E-4
Rgs8	Tcf7	277	0.0
Rgs8	Tgif1	164	7.081801022601475E-6
Rgs9	Nfkb1	184	1.2581454766902311E-9
Rgs9	Psmc3ip	314	0.0
Rgs9	Tcf3	306	0.0
Rgs9	Tcf7	410	0.0
Rgs9	Tgif1	308	0.0
Rgs9	Zfp36l1	169	1.0063224256118275E-6
Rhbdf2	Tgif1	143	0.005133768582017084
Rhoa	Nfkb1	184	1.2581454766902311E-9
Rhoa	Tcf3	187	2.860919279257246E-10
Rhoa	Tcf7	143	0.005133768582017084
Rhoa	Zfp36l1	232	0.0
Rhobtb1	Epas1	211	4.440892098500626E-16
Rhobtb1	Tcf3	210	7.771561172376096E-16
Rhoc	Epas1	165	4.848611733110353E-6
Rhoc	Nfkb1	349	0.0
Rhoc	Psmc3ip	180	8.42281966395575E-9
Rhoc	Tcf3	281	0.0
Rhoc	Tcf7	313	0.0
Rhoc	Tgif1	267	0.0
Rhoc	Zdhhc2	172	2.916654073814584E-7
Rhoc	Zfp36l1	633	0.0
Rhod	Epas1	217	0.0
Rhod	Nfkb1	451	0.0
Rhod	Psmc3ip	399	0.0
Rhod	Tcf3	442	0.0
Rhod	Tcf7	314	0.0
Rhod	Tgif1	282	0.0
Rhod	Zfp36l1	717	0.0
Rhoh	Epas1	293	0.0
Rhoh	Nfkb1	308	0.0
Rhoh	Psmc3ip	305	0.0
Rhoh	Tcf3	230	0.0
Rhoh	Tcf7	248	0.0
Rhoh	Tgif1	404	0.0
Rhoh	Zfp36l1	253	0.0
Rhoj	Epas1	192	2.186417713545552E-11
Rhoj	Nfkb1	163	1.0284176798491806E-5
Rhoj	Tcf3	497	0.0
Rhoj	Tgif1	192	2.186417713545552E-11
Rhoj	Zfp36l1	553	0.0
Rhoq	Epas1	141	0.008350802592771323
Rhoq	Nfkb1	660	0.0
Rhoq	Tcf3	749	0.0
Rhoq	Tcf7	247	0.0
Rhoq	Tgif1	147	0.0018002423278427049
Rhoq	Zfp36l1	542	0.0
Rhou	Psmc3ip	144	0.003987619452512692
Rhou	Tcf3	253	0.0
Ric8a	Epas1	170	6.697008005929206E-7
Ric8a	Nfkb1	298	0.0
Ric8a	Tcf3	532	0.0
Ric8a	Zfp36l1	337	0.0
Ric8b	Tcf7	202	8.770761894538737E-14
Ric8b	Zfp36l1	243	0.0
Rims1	Epas1	220	0.0
Rims1	Nfkb1	390	0.0
Rims1	Tcf3	232	0.0
Rims1	Tcf7	157	8.534409825400324E-5
Rims1	Tgif1	399	0.0
Rims1	Zfp36l1	323	0.0
Rims2	Psmc3ip	148	0.0013640379951170845
Rims2	Tcf3	268	0.0
Rims2	Tcf7	210	7.771561172376096E-16
Rims2	Tgif1	514	0.0
Rims2	Zfp36l1	149	0.0010271846261774575
Rin1	Nfkb1	746	0.0
Rin1	Tcf3	643	0.0
Rin1	Tgif1	291	0.0
Rin1	Zfp36l1	668	0.0
Ripk1	Epas1	198	8.461009670668318E-13
Ripk1	Tcf7	172	2.916654073814584E-7
Ripk3	Epas1	232	0.0
Ripk3	Nfkb1	402	0.0
Ripk3	Psmc3ip	268	0.0
Ripk3	Tcf3	324	0.0
Ripk3	Tcf7	149	0.0010271846261774575
Ripk3	Tgif1	238	0.0
Ripk3	Zdhhc2	274	0.0
Ripk3	Zfp36l1	282	0.0
Rit1	Epas1	142	0.006568155885549598
Rit1	Nfkb1	149	0.0010271846261774575
Rit1	Tcf3	148	0.0013640379951170845
Rit2	Psmc3ip	226	0.0
Rnd2	Tgif1	148	0.0013640379951170845
Rnd3	Epas1	199	4.836131495267182E-13
Rnd3	Nfkb1	563	0.0
Rnd3	Tcf3	665	0.0
Rnd3	Tcf7	269	0.0
Rnd3	Tgif1	186	4.711634415954791E-10
Rnd3	Zfp36l1	326	0.0
Rnf146	Nfkb1	220	0.0
Rnf146	Tcf3	207	4.6629367034256575E-15
Rnf146	Zdhhc2	173	1.9088342018136473E-7
Rnf146	Zfp36l1	247	0.0
Rnf34	Nfkb1	191	3.6941338876772534E-11
Rnf34	Tcf3	270	0.0
Rnf34	Zdhhc2	153	3.1073936805958713E-4
Rnf43	Tcf3	141	0.008350802592771323
Robo1	Tcf7	469	0.0
Robo2	Nfkb1	255	0.0
Robo2	Tcf3	218	0.0
Robo2	Tcf7	194	7.544187496932864E-12
Robo2	Tgif1	364	0.0
Robo2	Zfp36l1	213	1.1102230246251565E-16
Rock1	Tcf7	282	0.0
Rock2	Nfkb1	191	3.6941338876772534E-11
Rock2	Tcf3	337	0.0
Ror2	Nfkb1	174	1.2423791595495004E-7
Ror2	Tcf3	150	7.687880084403798E-4
Ror2	Tgif1	145	0.00307810351166915
Rorc	Psmc3ip	158	6.086820161643747E-5
Rph3al	Epas1	399	0.0
Rph3al	Tcf7	218	0.0
Rps3	Epas1	209	1.3322676295501878E-15
Rps3	Nfkb1	160	3.0417907412982892E-5
Rps3	Psmc3ip	197	1.4729328867701952E-12
Rps3	Tcf3	246	0.0
Rps3	Tcf7	258	0.0
Rps3	Tgif1	141	0.008350802592771323
Rps3	Zdhhc2	230	0.0
Rrad	Epas1	170	6.697008005929206E-7
Rrad	Nfkb1	303	0.0
Rrad	Tcf3	452	0.0
Rras	Epas1	217	0.0
Rras	Nfkb1	435	0.0
Rras	Psmc3ip	146	0.0023613090385472546
Rras	Tcf3	404	0.0
Rras	Tgif1	210	7.771561172376096E-16
Rras	Zdhhc2	336	0.0
Rras	Zfp36l1	330	0.0
Rras2	Nfkb1	388	0.0
Rras2	Tcf3	350	0.0
Rras2	Tcf7	155	1.6481194314832415E-4
Rras2	Tgif1	317	0.0
Rras2	Zfp36l1	397	0.0
Rrh	Epas1	192	2.186417713545552E-11
Rrh	Nfkb1	148	0.0013640379951170845
Rrh	Tcf3	223	0.0
Rrp8	Epas1	250	0.0
Rrp8	Nfkb1	445	0.0
Rrp8	Psmc3ip	629	0.0
Rrp8	Tcf3	1295	0.0
Rrp8	Tcf7	152	4.228344153047736E-4
Rrp8	Tgif1	213	1.1102230246251565E-16
Rrp8	Zfp36l1	229	0.0
Rtkn2	Epas1	231	0.0
Rtkn2	Nfkb1	860	0.0
Rtkn2	Tcf3	715	0.0
Rtkn2	Zfp36l1	537	0.0
Rtn4	Nfkb1	426	0.0
Rtn4	Tcf7	733	0.0
Rtn4r	Tcf3	208	2.55351295663786E-15
Rtn4rl1	Tcf7	244	0.0
Ryk	Epas1	160	3.0417907412982892E-5
Ryk	Nfkb1	527	0.0
Ryk	Tcf7	288	0.0
Ryk	Tgif1	289	0.0
Ryk	Zdhhc2	174	1.2423791595495004E-7
Ryk	Zfp36l1	572	0.0
Ryr1	Epas1	236	0.0
Ryr1	Nfkb1	234	0.0
Ryr1	Tcf3	196	2.5515145551935348E-12
Ryr1	Tgif1	143	0.005133768582017084
Ryr2	Epas1	142	0.006568155885549598
S100a13	Epas1	160	3.0417907412982892E-5
S100a13	Nfkb1	232	0.0
S100a13	Psmc3ip	223	0.0
S100a13	Tcf3	464	0.0
S100a13	Tcf7	802	0.0
S100a13	Zdhhc2	189	1.0386125293138093E-10
S100a13	Zfp36l1	326	0.0
S100a8	Nfkb1	212	2.220446049250313E-16
S100a8	Tcf3	205	1.5210055437364645E-14
S100a8	Tcf7	145	0.00307810351166915
S100a8	Tgif1	148	0.0013640379951170845
S100a8	Zfp36l1	199	4.836131495267182E-13
S1pr3	Epas1	323	0.0
S1pr3	Tcf3	235	0.0
S1pr3	Tcf7	224	0.0
S1pr5	Psmc3ip	147	0.0018002423278427049
S1pr5	Zdhhc2	163	1.0284176798491806E-5
Samsn1	Epas1	240	0.0
Samsn1	Nfkb1	439	0.0
Samsn1	Psmc3ip	191	3.6941338876772534E-11
Samsn1	Tcf3	570	0.0
Samsn1	Tcf7	330	0.0
Samsn1	Zdhhc2	205	1.5210055437364645E-14
Samsn1	Zfp36l1	209	1.3322676295501878E-15
Scarb1	Epas1	161	2.131443263708732E-5
Scarb1	Nfkb1	256	0.0
Scarb1	Psmc3ip	281	0.0
Scarb1	Tcf3	506	0.0
Scarb1	Tcf7	939	0.0
Scarb1	Tgif1	175	8.041815569015398E-8
Scarb1	Zfp36l1	206	8.43769498715119E-15
Schip1	Psmc3ip	202	8.770761894538737E-14
Schip1	Tcf7	230	0.0
Scn2a	Nfkb1	156	1.1895332408573545E-4
Scn2a	Tcf3	206	8.43769498715119E-15
Scn2a	Tcf7	161	2.131443263708732E-5
Scn2a	Tgif1	200	2.751132655021138E-13
Scn2a	Zfp36l1	160	3.0417907412982892E-5
Sctr	Epas1	294	0.0
Sctr	Nfkb1	703	0.0
Sctr	Tcf3	471	0.0
Sctr	Zfp36l1	390	0.0
Sdc1	Epas1	372	0.0
Sdc1	Nfkb1	278	0.0
Sdc1	Psmc3ip	176	5.1770141729079455E-8
Sdc1	Tcf3	333	0.0
Sdc1	Tcf7	1249	0.0
Sdc1	Tgif1	244	0.0
Sdc1	Zfp36l1	402	0.0
Sdcbp	Epas1	246	0.0
Sdcbp	Nfkb1	305	0.0
Sdcbp	Tcf3	442	0.0
Sdcbp	Tgif1	213	1.1102230246251565E-16
Sdcbp	Zfp36l1	356	0.0
Sectm1b	Tcf7	221	0.0
Selenok	Tcf3	253	0.0
Selenok	Zdhhc2	205	1.5210055437364645E-14
Selenok	Zfp36l1	196	2.5515145551935348E-12
Selp	Tcf7	159	4.3155750089285405E-5
Sema4a	Nfkb1	241	0.0
Sema4a	Tcf3	188	1.7282086872683067E-10
Sema4a	Tcf7	324	0.0
Sema4a	Tgif1	145	0.00307810351166915
Sema4c	Tcf7	161	2.131443263708732E-5
Sema4c	Zfp36l1	226	0.0
Sema4d	Epas1	170	6.697008005929206E-7
Sema4d	Nfkb1	395	0.0
Sema4d	Tcf3	350	0.0
Sema4d	Tcf7	189	1.0386125293138093E-10
Sema4d	Zfp36l1	604	0.0
Sema4g	Epas1	337	0.0
Sema4g	Psmc3ip	235	0.0
Sema4g	Tcf3	177	3.3146764555347374E-8
Sema4g	Tcf7	223	0.0
Sema4g	Tgif1	176	5.1770141729079455E-8
Sema7a	Tcf7	146	0.0023613090385472546
Sept2	Epas1	171	4.431930378245852E-7
Sept2	Nfkb1	1106	0.0
Sept2	Tcf3	517	0.0
Sept2	Tcf7	365	0.0
Sept2	Tgif1	207	4.6629367034256575E-15
Sept2	Zdhhc2	192	2.186417713545552E-11
Sept2	Zfp36l1	695	0.0
Serinc3	Epas1	143	0.005133768582017084
Serinc3	Nfkb1	223	0.0
Serinc3	Tcf3	210	7.771561172376096E-16
Serinc3	Tcf7	201	1.5576429035490946E-13
Serinc3	Tgif1	345	0.0
Serinc3	Zdhhc2	233	0.0
Serinc3	Zfp36l1	414	0.0
Setdb1	Nfkb1	329	0.0
Setdb1	Tcf3	492	0.0
Setdb1	Tgif1	223	0.0
Sez6	Tcf3	152	4.228344153047736E-4
Sez6	Tcf7	346	0.0
Sez6	Tgif1	225	0.0
Sez6	Zfp36l1	379	0.0
Sez6l	Nfkb1	165	4.848611733110353E-6
Sez6l	Tcf3	167	2.2341343067777686E-6
Sez6l	Tcf7	424	0.0
Sez6l2	Tcf7	332	0.0
Sgk1	Nfkb1	169	1.0063224256118275E-6
Sgk1	Tcf3	142	0.006568155885549598
Sgpp1	Epas1	165	4.848611733110353E-6
Sgpp1	Tcf7	322	0.0
Sh3bp1	Nfkb1	631	0.0
Sh3bp1	Tcf3	700	0.0
Sh3bp1	Tgif1	195	4.398370556657483E-12
Sh3bp1	Zfp36l1	324	0.0
Sh3tc2	Epas1	153	3.1073936805958713E-4
Shank1	Epas1	193	1.2875478461182865E-11
Shank1	Tcf7	305	0.0
Shank3	Nfkb1	182	3.28994298470775E-9
Shank3	Psmc3ip	193	1.2875478461182865E-11
Shank3	Tcf3	160	3.0417907412982892E-5
Shank3	Tcf7	158	6.086820161643747E-5
Shank3	Tgif1	234	0.0
Shank3	Zfp36l1	431	0.0
Shc2	Psmc3ip	172	2.916654073814584E-7
Shc2	Tcf7	254	0.0
Shisa7	Epas1	145	0.00307810351166915
Shisa7	Nfkb1	476	0.0
Shisa7	Psmc3ip	201	1.5576429035490946E-13
Shisa7	Tcf3	407	0.0
Shisa7	Tgif1	690	0.0
Shisa7	Zfp36l1	231	0.0
Shisa9	Tgif1	265	0.0
Shoc2	Epas1	184	1.2581454766902311E-9
Siglec1	Epas1	247	0.0
Siglec1	Nfkb1	158	6.086820161643747E-5
Siglec1	Tcf3	245	0.0
Sigmar1	Epas1	241	0.0
Sigmar1	Nfkb1	178	2.1108174430573E-8
Sigmar1	Tcf3	185	7.719400674233157E-10
Sigmar1	Zdhhc2	154	2.269858821103421E-4
Sipa1l1	Epas1	256	0.0
Sipa1l1	Nfkb1	272	0.0
Sipa1l1	Tcf7	278	0.0
Sipa1l3	Nfkb1	147	0.0018002423278427049
Sipa1l3	Tcf3	321	0.0
Sipa1l3	Tcf7	151	5.718873964524196E-4
Sipa1l3	Zfp36l1	236	0.0
Sit1	Epas1	400	0.0
Sit1	Nfkb1	197	1.4729328867701952E-12
Sit1	Zfp36l1	227	0.0
Skap1	Nfkb1	143	0.005133768582017084
Skap1	Psmc3ip	164	7.081801022601475E-6
Skap1	Tcf3	423	0.0
Skap1	Tgif1	150	7.687880084403798E-4
Skap1	Zfp36l1	172	2.916654073814584E-7
Skap2	Epas1	332	0.0
Skap2	Nfkb1	261	0.0
Skap2	Psmc3ip	155	1.6481194314832415E-4
Skap2	Tcf3	296	0.0
Skap2	Tcf7	152	4.228344153047736E-4
Skap2	Tgif1	268	0.0
Skap2	Zdhhc2	230	0.0
Skint2	Zfp36l1	142	0.006568155885549598
Sla	Epas1	186	4.711634415954791E-10
Sla	Tcf7	149	0.0010271846261774575
Sla2	Nfkb1	156	1.1895332408573545E-4
Sla2	Tcf3	176	5.1770141729079455E-8
Sla2	Zfp36l1	194	7.544187496932864E-12
Slc11a1	Psmc3ip	150	7.687880084403798E-4
Slc29a1	Tcf3	161	2.131443263708732E-5
Slc2a8	Epas1	264	0.0
Slc2a8	Tcf7	156	1.1895332408573545E-4
Slc2a8	Tgif1	173	1.9088342018136473E-7
Slc33a1	Epas1	303	0.0
Slc39a10	Nfkb1	554	0.0
Slc39a10	Psmc3ip	265	0.0
Slc39a10	Tcf3	580	0.0
Slc39a10	Tgif1	292	0.0
Slc39a10	Zdhhc2	278	0.0
Slc39a10	Zfp36l1	163	1.0284176798491806E-5
Slc39a4	Psmc3ip	181	5.278091741445223E-9
Slc39a4	Tcf3	213	1.1102230246251565E-16
Slc39a4	Tgif1	185	7.719400674233157E-10
Slc39a4	Zfp36l1	145	0.00307810351166915
Slc39a5	Epas1	153	3.1073936805958713E-4
Slc39a5	Nfkb1	161	2.131443263708732E-5
Slc39a5	Tcf3	161	2.131443263708732E-5
Slc39a5	Zfp36l1	161	2.131443263708732E-5
Slc7a1	Nfkb1	693	0.0
Slc7a1	Tcf3	722	0.0
Slc7a1	Tgif1	548	0.0
Slc7a1	Zdhhc2	194	7.544187496932864E-12
Slc7a1	Zfp36l1	362	0.0
Slc9a1	Tcf7	432	0.0
Slc9a3r1	Epas1	144	0.003987619452512692
Slc9a3r1	Nfkb1	220	0.0
Slc9a3r1	Tcf3	196	2.5515145551935348E-12
Slc9a3r1	Tcf7	348	0.0
Slc9a3r1	Tgif1	163	1.0284176798491806E-5
Slc9a3r1	Zdhhc2	151	5.718873964524196E-4
Slc9a3r1	Zfp36l1	519	0.0
Slc9a3r2	Nfkb1	276	0.0
Slc9a3r2	Tcf3	445	0.0
Slc9a3r2	Tgif1	207	4.6629367034256575E-15
Slc9a3r2	Zfp36l1	220	0.0
Slc9a6	Tcf7	201	1.5576429035490946E-13
Slit2	Nfkb1	237	0.0
Slit2	Psmc3ip	238	0.0
Slit2	Tcf3	411	0.0
Slit2	Tcf7	368	0.0
Slit2	Tgif1	426	0.0
Slit2	Zdhhc2	211	4.440892098500626E-16
Slit2	Zfp36l1	221	0.0
Smad7	Nfkb1	417	0.0
Smad7	Tcf3	457	0.0
Smad7	Tcf7	176	5.1770141729079455E-8
Smad7	Zfp36l1	281	0.0
Smo	Tcf3	370	0.0
Smo	Tgif1	505	0.0
Smpd1	Epas1	207	4.6629367034256575E-15
Smpd1	Psmc3ip	248	0.0
Smpd1	Tcf3	215	0.0
Smpd1	Zdhhc2	193	1.2875478461182865E-11
Smpd3	Nfkb1	215	0.0
Smpd3	Tcf3	325	0.0
Smpd3	Tgif1	143	0.005133768582017084
Smpdl3b	Tcf7	208	2.55351295663786E-15
Snca	Nfkb1	482	0.0
Snca	Psmc3ip	163	1.0284176798491806E-5
Snca	Tcf3	683	0.0
Snca	Tcf7	233	0.0
Snca	Tgif1	502	0.0
Snca	Zdhhc2	163	1.0284176798491806E-5
Socs6	Nfkb1	157	8.534409825400324E-5
Socs6	Tcf7	329	0.0
Socs6	Zfp36l1	161	2.131443263708732E-5
Socs7	Tcf3	338	0.0
Socs7	Tgif1	158	6.086820161643747E-5
Sorbs2	Tcf3	156	1.1895332408573545E-4
Sorbs2	Zfp36l1	236	0.0
Sos1	Epas1	247	0.0
Sos1	Nfkb1	721	0.0
Sos1	Psmc3ip	158	6.086820161643747E-5
Sos1	Tcf3	814	0.0
Sos1	Tgif1	460	0.0
Sos1	Zfp36l1	171	4.431930378245852E-7
Spg20	Nfkb1	229	0.0
Spg20	Tcf3	286	0.0
Spg20	Zdhhc2	202	8.770761894538737E-14
Spg20	Zfp36l1	353	0.0
Sphk1	Tcf7	269	0.0
Spn	Nfkb1	332	0.0
Sppl3	Zdhhc2	166	3.3006699013959917E-6
Spred1	Tcf3	211	4.440892098500626E-16
Spred2	Epas1	792	0.0
Spred2	Tcf7	160	3.0417907412982892E-5
Src	Epas1	224	0.0
Src	Nfkb1	159	4.3155750089285405E-5
Sri	Epas1	148	0.0013640379951170845
Sri	Nfkb1	263	0.0
Sri	Tcf3	301	0.0
Sri	Tcf7	154	2.269858821103421E-4
Sri	Tgif1	167	2.2341343067777686E-6
Sri	Zfp36l1	572	0.0
Srpk1	Epas1	433	0.0
Srpk1	Tcf3	199	4.836131495267182E-13
Srpk1	Tcf7	610	0.0
Ssh1	Epas1	452	0.0
Ssh1	Nfkb1	359	0.0
Ssh1	Tcf3	295	0.0
Ssh1	Tcf7	599	0.0
Ssh1	Tgif1	240	0.0
Ssna1	Nfkb1	178	2.1108174430573E-8
Ssna1	Tcf3	341	0.0
Ssna1	Tcf7	323	0.0
Ssna1	Tgif1	197	1.4729328867701952E-12
Sstr2	Tcf3	293	0.0
Sstr4	Tgif1	144	0.003987619452512692
Sstr5	Epas1	211	4.440892098500626E-16
Sstr5	Tcf7	308	0.0
Stac	Tcf7	160	3.0417907412982892E-5
Stambp	Nfkb1	179	1.3369621076897431E-8
Stambp	Tcf3	249	0.0
Stambp	Zfp36l1	156	1.1895332408573545E-4
Stat2	Nfkb1	303	0.0
Stat2	Psmc3ip	230	0.0
Stat2	Tcf3	471	0.0
Stat2	Tcf7	175	8.041815569015398E-8
Stat2	Tgif1	150	7.687880084403798E-4
Stat2	Zfp36l1	274	0.0
Stat3	Epas1	191	3.6941338876772534E-11
Stat3	Psmc3ip	183	2.039871049852593E-9
Stat3	Tcf3	141	0.008350802592771323
Stk10	Tgif1	199	4.836131495267182E-13
Stk17b	Nfkb1	537	0.0
Stk17b	Psmc3ip	145	0.00307810351166915
Stk17b	Tcf3	480	0.0
Stk17b	Tcf7	325	0.0
Stk17b	Tgif1	171	4.431930378245852E-7
Stk17b	Zfp36l1	414	0.0
Stk26	Nfkb1	144	0.003987619452512692
Stk26	Psmc3ip	165	4.848611733110353E-6
Stk26	Tcf3	159	4.3155750089285405E-5
Stk26	Tcf7	367	0.0
Stk32a	Tcf7	327	0.0
Stk32a	Zfp36l1	158	6.086820161643747E-5
Stoml1	Psmc3ip	266	0.0
Stoml1	Tcf3	237	0.0
Stoml1	Tcf7	225	0.0
Stoml2	Epas1	204	2.7422508708241367E-14
Strn	Tcf7	461	0.0
Strn3	Epas1	153	3.1073936805958713E-4
Strn3	Nfkb1	359	0.0
Strn3	Psmc3ip	181	5.278091741445223E-9
Strn3	Tcf3	386	0.0
Strn3	Tcf7	392	0.0
Strn3	Tgif1	163	1.0284176798491806E-5
Strn3	Zfp36l1	173	1.9088342018136473E-7
Stx1a	Nfkb1	272	0.0
Stx1a	Psmc3ip	321	0.0
Stx1a	Tcf3	394	0.0
Stx1a	Tcf7	195	4.398370556657483E-12
Stx1a	Tgif1	249	0.0
Stx1a	Zdhhc2	166	3.3006699013959917E-6
Stx1b	Epas1	578	0.0
Stx1b	Nfkb1	168	1.503662832136321E-6
Stx1b	Tcf3	224	0.0
Stx1b	Tcf7	194	7.544187496932864E-12
Stx4a	Epas1	333	0.0
Stx4a	Tcf7	158	6.086820161643747E-5
Sulf2	Epas1	188	1.7282086872683067E-10
Sulf2	Nfkb1	609	0.0
Sulf2	Psmc3ip	235	0.0
Sulf2	Tcf3	716	0.0
Sulf2	Tcf7	166	3.3006699013959917E-6
Sulf2	Tgif1	454	0.0
Sulf2	Zdhhc2	198	8.461009670668318E-13
Sulf2	Zfp36l1	543	0.0
Syde1	Nfkb1	295	0.0
Syde1	Psmc3ip	318	0.0
Syde1	Tcf3	219	0.0
Syde1	Tgif1	154	2.269858821103421E-4
Syde1	Zdhhc2	190	6.209965874859336E-11
Syde1	Zfp36l1	470	0.0
Syne1	Nfkb1	171	4.431930378245852E-7
Syne1	Tgif1	163	1.0284176798491806E-5
Syp	Nfkb1	350	0.0
Syp	Tcf3	227	0.0
Syp	Tgif1	350	0.0
Taar7b	Tgif1	243	0.0
Tac1	Nfkb1	148	0.0013640379951170845
Tac1	Psmc3ip	184	1.2581454766902311E-9
Tac1	Tcf3	231	0.0
Tac1	Tcf7	201	1.5576429035490946E-13
Tac1	Tgif1	303	0.0
Tac1	Zfp36l1	194	7.544187496932864E-12
Tacr1	Tgif1	158	6.086820161643747E-5
Tacr2	Tcf3	191	3.6941338876772534E-11
Tas2r108	Nfkb1	156	1.1895332408573545E-4
Tas2r108	Tgif1	179	1.3369621076897431E-8
Tax1bp3	Tcf7	871	0.0
Tbc1d10c	Epas1	152	4.228344153047736E-4
Tbc1d24	Tcf7	177	3.3146764555347374E-8
Tbxa2r	Nfkb1	352	0.0
Tbxa2r	Tcf3	427	0.0
Tbxa2r	Zfp36l1	226	0.0
Tenm2	Nfkb1	242	0.0
Tenm2	Psmc3ip	449	0.0
Tenm2	Tcf3	425	0.0
Tenm2	Tcf7	209	1.3322676295501878E-15
Tenm2	Tgif1	281	0.0
Tenm2	Zdhhc2	156	1.1895332408573545E-4
Tenm3	Tcf3	146	0.0023613090385472546
Tenm3	Tgif1	157	8.534409825400324E-5
Tenm4	Nfkb1	327	0.0
Tenm4	Tcf3	480	0.0
Tenm4	Tcf7	150	7.687880084403798E-4
Tert	Nfkb1	551	0.0
Tert	Tcf3	547	0.0
Tert	Zfp36l1	151	5.718873964524196E-4
Tgfbr1	Epas1	151	5.718873964524196E-4
Tgfbr1	Nfkb1	168	1.503662832136321E-6
Tgfbr1	Tcf3	363	0.0
Tgfbr1	Zfp36l1	231	0.0
Tgfbr2	Epas1	219	0.0
Tgfbr2	Nfkb1	1069	0.0
Tgfbr2	Psmc3ip	142	0.006568155885549598
Tgfbr2	Tcf3	877	0.0
Tgfbr2	Tcf7	355	0.0
Tgfbr2	Tgif1	339	0.0
Tgfbr2	Zdhhc2	149	0.0010271846261774575
Tgfbr2	Zfp36l1	285	0.0
Thbd	Nfkb1	327	0.0
Thbd	Tcf3	283	0.0
Thbd	Zfp36l1	251	0.0
Them4	Nfkb1	142	0.006568155885549598
Them4	Tcf3	365	0.0
Them4	Tgif1	662	0.0
Tiam1	Epas1	244	0.0
Tiam1	Nfkb1	340	0.0
Tiam1	Psmc3ip	239	0.0
Tiam1	Tcf3	518	0.0
Tiam1	Tcf7	253	0.0
Tiam1	Zfp36l1	153	3.1073936805958713E-4
Tirap	Epas1	181	5.278091741445223E-9
Tirap	Nfkb1	299	0.0
Tirap	Psmc3ip	162	1.4848526926014571E-5
Tirap	Tcf3	423	0.0
Tirap	Tgif1	260	0.0
Tirap	Zfp36l1	211	4.440892098500626E-16
Tjp2	Nfkb1	278	0.0
Tjp2	Zfp36l1	158	6.086820161643747E-5
Tln1	Nfkb1	443	0.0
Tln1	Tcf3	658	0.0
Tln1	Tgif1	230	0.0
Tln1	Zfp36l1	357	0.0
Tlr4	Tcf3	213	1.1102230246251565E-16
Tlr4	Tcf7	202	8.770761894538737E-14
Tlr4	Tgif1	280	0.0
Tlr4	Zfp36l1	202	8.770761894538737E-14
Tlr9	Epas1	413	0.0
Tlr9	Nfkb1	321	0.0
Tlr9	Tcf3	235	0.0
Tlr9	Tcf7	307	0.0
Tlr9	Zfp36l1	157	8.534409825400324E-5
Tm2d1	Tgif1	215	0.0
Tmed10	Epas1	216	0.0
Tmed10	Tcf3	152	4.228344153047736E-4
Tmed10	Tgif1	242	0.0
Tmed10	Zdhhc2	394	0.0
Tmed10	Zfp36l1	506	0.0
Tmem100	Tcf3	157	8.534409825400324E-5
Tmem100	Tgif1	165	4.848611733110353E-6
Tmem108	Nfkb1	176	5.1770141729079455E-8
Tmem108	Tcf7	148	0.0013640379951170845
