Modulator	TF	significantTriplets	pvalue
Ephb6	Tcf7	229	0.0
Ephb6	Zdhhc2	232	0.0
Ephb6	Zfp36l1	149	0.0010271846261774575
Epm2a	Tgif1	148	0.0013640379951170845
Epm2a	Zfp36l1	201	1.5576429035490946E-13
Epn1	Nfkb1	236	0.0
Epn1	Psmc3ip	355	0.0
Epn1	Tcf3	367	0.0
Epn1	Tgif1	323	0.0
Epn1	Zdhhc2	251	0.0
Epn1	Zfp36l1	232	0.0
Epor	Tcf7	141	0.008350802592771323
Eps8	Nfkb1	664	0.0
Eps8	Psmc3ip	206	8.43769498715119E-15
Eps8	Tcf3	796	0.0
Eps8	Tcf7	406	0.0
Eps8	Tgif1	321	0.0
Eps8	Zdhhc2	144	0.003987619452512692
Eps8	Zfp36l1	1363	0.0
Eps8l2	Tgif1	177	3.3146764555347374E-8
Erbb3	Psmc3ip	198	8.461009670668318E-13
Erbb3	Tcf7	289	0.0
Erbb4	Epas1	594	0.0
Erbb4	Nfkb1	466	0.0
Erbb4	Tcf3	322	0.0
Erbb4	Tcf7	288	0.0
Erbb4	Zfp36l1	219	0.0
Erbin	Tcf7	514	0.0
Erbin	Zfp36l1	305	0.0
Errfi1	Nfkb1	162	1.4848526926014571E-5
Errfi1	Tcf3	370	0.0
Errfi1	Tgif1	217	0.0
Errfi1	Zdhhc2	166	3.3006699013959917E-6
Errfi1	Zfp36l1	511	0.0
Esr1	Tcf7	207	4.6629367034256575E-15
Evc	Nfkb1	149	0.0010271846261774575
Evc	Tcf3	213	1.1102230246251565E-16
Evc	Tgif1	183	2.039871049852593E-9
Evc	Zfp36l1	397	0.0
Exoc1	Epas1	143	0.005133768582017084
Exoc1	Nfkb1	175	8.041815569015398E-8
Exoc1	Tcf3	298	0.0
Exoc1	Zfp36l1	363	0.0
Exoc4	Epas1	163	1.0284176798491806E-5
Exoc4	Tcf3	331	0.0
Ezr	Nfkb1	532	0.0
Ezr	Psmc3ip	190	6.209965874859336E-11
Ezr	Tcf3	481	0.0
Ezr	Tgif1	228	0.0
Ezr	Zfp36l1	360	0.0
F2	Nfkb1	458	0.0
F2	Tcf3	919	0.0
F2	Tgif1	232	0.0
F2r	Epas1	355	0.0
F2r	Psmc3ip	163	1.0284176798491806E-5
F2rl1	Tgif1	303	0.0
F2rl3	Epas1	152	4.228344153047736E-4
F2rl3	Nfkb1	599	0.0
F2rl3	Tcf3	414	0.0
F2rl3	Zfp36l1	301	0.0
Faim2	Epas1	366	0.0
Faim2	Nfkb1	149	0.0010271846261774575
Faim2	Psmc3ip	166	3.3006699013959917E-6
Faim2	Tcf3	224	0.0
Faim2	Tcf7	430	0.0
Faim2	Tgif1	163	1.0284176798491806E-5
Farp1	Nfkb1	302	0.0
Farp1	Psmc3ip	169	1.0063224256118275E-6
Farp1	Tcf3	326	0.0
Farp1	Tcf7	191	3.6941338876772534E-11
Farp1	Tgif1	196	2.5515145551935348E-12
Farp1	Zfp36l1	277	0.0
Fas	Epas1	252	0.0
Fas	Tcf3	191	3.6941338876772534E-11
Fas	Tcf7	178	2.1108174430573E-8
Fas	Tgif1	162	1.4848526926014571E-5
Fas	Zfp36l1	162	1.4848526926014571E-5
Fasl	Tgif1	141	0.008350802592771323
Fcer1a	Epas1	216	0.0
Fcer1a	Tgif1	161	2.131443263708732E-5
Fcer1g	Epas1	149	0.0010271846261774575
Fcer1g	Nfkb1	661	0.0
Fcer1g	Psmc3ip	164	7.081801022601475E-6
Fcer1g	Tcf3	679	0.0
Fcer1g	Tcf7	142	0.006568155885549598
Fcer1g	Zfp36l1	220	0.0
Fcgr2b	Nfkb1	323	0.0
Fcgr2b	Tcf3	361	0.0
Fcgr2b	Tgif1	293	0.0
Fcgr3	Epas1	204	2.7422508708241367E-14
Fcgr3	Nfkb1	235	0.0
Fcgr3	Tcf3	266	0.0
Fcgr3	Tcf7	166	3.3006699013959917E-6
Fcgr3	Tgif1	202	8.770761894538737E-14
Fcgr3	Zfp36l1	166	3.3006699013959917E-6
Fcgrt	Tcf7	465	0.0
Fer	Nfkb1	151	5.718873964524196E-4
Fgd2	Nfkb1	210	7.771561172376096E-16
Fgd2	Tcf3	345	0.0
Fgd2	Zfp36l1	186	4.711634415954791E-10
Fgf8	Epas1	193	1.2875478461182865E-11
Fgf8	Nfkb1	219	0.0
Fgf8	Tcf3	151	5.718873964524196E-4
Fgfr1	Nfkb1	270	0.0
Fgfr1	Tcf3	399	0.0
Fgfr1	Tgif1	351	0.0
Fgfr1	Zdhhc2	183	2.039871049852593E-9
Fgfr4	Tgif1	174	1.2423791595495004E-7
Fgfrl1	Epas1	187	2.860919279257246E-10
Fgfrl1	Tcf7	445	0.0
Fgr	Nfkb1	810	0.0
Fgr	Tcf3	667	0.0
Fgr	Tcf7	226	0.0
Fgr	Tgif1	395	0.0
Fgr	Zfp36l1	217	0.0
Flcn	Nfkb1	996	0.0
Flcn	Tcf3	847	0.0
Flcn	Tcf7	299	0.0
Flcn	Tgif1	163	1.0284176798491806E-5
Flcn	Zfp36l1	620	0.0
Flna	Epas1	257	0.0
Flna	Nfkb1	951	0.0
Flna	Tcf3	786	0.0
Flna	Tcf7	375	0.0
Flna	Tgif1	247	0.0
Flna	Zfp36l1	939	0.0
Flot1	Tcf7	540	0.0
Flrt3	Psmc3ip	143	0.005133768582017084
Flrt3	Tgif1	335	0.0
Flt3l	Epas1	285	0.0
Flt3l	Nfkb1	704	0.0
Flt3l	Tcf3	732	0.0
Flt3l	Tcf7	183	2.039871049852593E-9
Flt3l	Zfp36l1	502	0.0
Fmr1	Nfkb1	409	0.0
Fmr1	Tcf3	501	0.0
Fmr1	Zdhhc2	223	0.0
Fmr1	Zfp36l1	303	0.0
Fn1	Nfkb1	259	0.0
Fn1	Tcf3	161	2.131443263708732E-5
Fn1	Tcf7	1312	0.0
Fn1	Tgif1	168	1.503662832136321E-6
Fn1	Zfp36l1	511	0.0
Fndc5	Psmc3ip	212	2.220446049250313E-16
Fndc5	Tcf7	390	0.0
Fndc5	Tgif1	431	0.0
Fpr1	Psmc3ip	151	5.718873964524196E-4
Fpr1	Tcf3	173	1.9088342018136473E-7
Fpr1	Zfp36l1	178	2.1108174430573E-8
Frrs1l	Tcf3	252	0.0
Fshr	Epas1	426	0.0
Fshr	Tcf7	165	4.848611733110353E-6
Fshr	Tgif1	173	1.9088342018136473E-7
Furin	Nfkb1	414	0.0
Furin	Psmc3ip	165	4.848611733110353E-6
Furin	Tcf3	219	0.0
Furin	Zdhhc2	170	6.697008005929206E-7
Furin	Zfp36l1	523	0.0
Fyb	Epas1	224	0.0
Fyb	Nfkb1	150	7.687880084403798E-4
Fyb	Psmc3ip	207	4.6629367034256575E-15
Fyb	Tcf3	247	0.0
Fyb	Tgif1	253	0.0
Fzd1	Nfkb1	145	0.00307810351166915
Fzd1	Tcf3	212	2.220446049250313E-16
Fzd2	Epas1	192	2.186417713545552E-11
Fzd2	Psmc3ip	215	0.0
Fzd2	Tcf3	200	2.751132655021138E-13
Fzd2	Tcf7	319	0.0
Fzd3	Epas1	231	0.0
Fzd3	Tcf3	282	0.0
Fzd3	Zfp36l1	173	1.9088342018136473E-7
Fzd5	Nfkb1	257	0.0
Fzd5	Tcf3	375	0.0
Fzd9	Psmc3ip	150	7.687880084403798E-4
Fzd9	Tcf3	160	3.0417907412982892E-5
G3bp1	Epas1	160	3.0417907412982892E-5
G3bp1	Nfkb1	706	0.0
G3bp1	Psmc3ip	191	3.6941338876772534E-11
G3bp1	Tcf3	704	0.0
G3bp1	Tgif1	303	0.0
G3bp1	Zdhhc2	191	3.6941338876772534E-11
G3bp1	Zfp36l1	332	0.0
Gab2	Nfkb1	480	0.0
Gab2	Tcf3	414	0.0
Gab2	Tgif1	176	5.1770141729079455E-8
Gab2	Zfp36l1	324	0.0
Gabarap	Epas1	279	0.0
Gabarap	Tcf3	194	7.544187496932864E-12
Gabarap	Tcf7	536	0.0
Gabbr1	Tcf7	263	0.0
Gabra1	Psmc3ip	204	2.7422508708241367E-14
Gabra1	Tcf3	255	0.0
Gabra1	Tcf7	225	0.0
Gabra2	Nfkb1	178	2.1108174430573E-8
Gabra2	Tcf3	146	0.0023613090385472546
Gabra2	Tgif1	314	0.0
Gabra3	Nfkb1	286	0.0
Gabra3	Psmc3ip	196	2.5515145551935348E-12
Gabra3	Tcf3	291	0.0
Gabra3	Tcf7	769	0.0
Gabra4	Nfkb1	358	0.0
Gabra4	Psmc3ip	304	0.0
Gabra4	Tcf3	480	0.0
Gabra4	Tcf7	178	2.1108174430573E-8
Gabra4	Tgif1	776	0.0
Gabra4	Zfp36l1	344	0.0
Gabra5	Tcf3	156	1.1895332408573545E-4
Gabra5	Tcf7	283	0.0
Gabra6	Nfkb1	188	1.7282086872683067E-10
Gabra6	Psmc3ip	164	7.081801022601475E-6
Gabra6	Tcf3	260	0.0
Gabra6	Tcf7	195	4.398370556657483E-12
Gabra6	Zfp36l1	144	0.003987619452512692
Gabrb1	Nfkb1	378	0.0
Gabrb1	Psmc3ip	258	0.0
Gabrb1	Tcf3	557	0.0
Gabrb1	Tcf7	141	0.008350802592771323
Gabrb1	Tgif1	697	0.0
Gabrb1	Zdhhc2	200	2.751132655021138E-13
Gabrb1	Zfp36l1	331	0.0
Gabrb2	Tcf3	169	1.0063224256118275E-6
Gabrb2	Tcf7	183	2.039871049852593E-9
Gabrb3	Epas1	331	0.0
Gabrb3	Nfkb1	154	2.269858821103421E-4
Gabrb3	Tcf3	282	0.0
Gabrb3	Tcf7	258	0.0
Gabrb3	Tgif1	146	0.0023613090385472546
Gabrb3	Zfp36l1	194	7.544187496932864E-12
Gabrd	Tcf7	299	0.0
Gabrd	Tgif1	388	0.0
Gabre	Epas1	252	0.0
Gabre	Nfkb1	357	0.0
Gabre	Tcf3	212	2.220446049250313E-16
Gabrg1	Tcf3	195	4.398370556657483E-12
Gabrg1	Tcf7	199	4.836131495267182E-13
Gabrg1	Tgif1	200	2.751132655021138E-13
Gabrg2	Tcf7	219	0.0
Gabrr1	Epas1	332	0.0
Gabrr1	Nfkb1	273	0.0
Gabrr1	Psmc3ip	208	2.55351295663786E-15
Gabrr1	Tcf3	284	0.0
Gabrr1	Tcf7	245	0.0
Gabrr2	Nfkb1	322	0.0
Gabrr2	Tcf3	271	0.0
Galr3	Epas1	389	0.0
Gas1	Nfkb1	327	0.0
Gas1	Tcf3	672	0.0
Gas1	Tcf7	164	7.081801022601475E-6
Gas1	Tgif1	341	0.0
Gas1	Zfp36l1	1139	0.0
Gde1	Nfkb1	294	0.0
Gde1	Tcf3	235	0.0
Gde1	Tgif1	143	0.005133768582017084
Gde1	Zdhhc2	181	5.278091741445223E-9
Gdf5	Tgif1	163	1.0284176798491806E-5
Gem	Nfkb1	324	0.0
Gem	Tcf3	332	0.0
Gem	Tcf7	174	1.2423791595495004E-7
Gem	Tgif1	204	2.7422508708241367E-14
Gem	Zfp36l1	363	0.0
Gfra2	Epas1	167	2.2341343067777686E-6
Gfra2	Nfkb1	234	0.0
Gfra2	Tcf3	158	6.086820161643747E-5
Gfra4	Epas1	249	0.0
Gfra4	Nfkb1	170	6.697008005929206E-7
Gfra4	Tcf3	183	2.039871049852593E-9
Gfra4	Tgif1	448	0.0
Gfra4	Zfp36l1	143	0.005133768582017084
Gh	Tcf3	216	0.0
Ghr	Nfkb1	284	0.0
Ghr	Psmc3ip	288	0.0
Ghr	Tcf3	374	0.0
Ghr	Tgif1	243	0.0
Ghr	Zfp36l1	198	8.461009670668318E-13
Gja1	Epas1	179	1.3369621076897431E-8
Glg1	Epas1	255	0.0
Glg1	Nfkb1	294	0.0
Glg1	Tcf3	296	0.0
Glg1	Tgif1	215	0.0
Glg1	Zdhhc2	183	2.039871049852593E-9
Glg1	Zfp36l1	298	0.0
Glrb	Nfkb1	510	0.0
Glrb	Tcf3	571	0.0
Glrb	Tgif1	401	0.0
Glrb	Zdhhc2	177	3.3146764555347374E-8
Glrb	Zfp36l1	215	0.0
Gna11	Epas1	153	3.1073936805958713E-4
Gna11	Nfkb1	195	4.398370556657483E-12
Gna11	Tcf3	174	1.2423791595495004E-7
Gna15	Epas1	208	2.55351295663786E-15
Gna15	Tcf3	207	4.6629367034256575E-15
Gnai2	Epas1	194	7.544187496932864E-12
Gnai2	Psmc3ip	210	7.771561172376096E-16
Gnai2	Tgif1	142	0.006568155885549598
Gnai3	Nfkb1	459	0.0
Gnai3	Tcf3	794	0.0
Gnai3	Tcf7	344	0.0
Gnai3	Tgif1	291	0.0
Gnai3	Zfp36l1	656	0.0
Gnal	Tcf7	310	0.0
Gnal	Zfp36l1	164	7.081801022601475E-6
Gnao1	Nfkb1	195	4.398370556657483E-12
Gnao1	Tcf3	380	0.0
Gnao1	Tgif1	283	0.0
Gnao1	Zfp36l1	334	0.0
Gnaq	Tcf7	500	0.0
Gnaq	Zdhhc2	499	0.0
Gnat2	Tcf3	162	1.4848526926014571E-5
Gnaz	Epas1	165	4.848611733110353E-6
Gnaz	Nfkb1	272	0.0
Gnaz	Tcf3	201	1.5576429035490946E-13
Gnaz	Tcf7	186	4.711634415954791E-10
Gnb2	Epas1	149	0.0010271846261774575
Gnb2	Nfkb1	424	0.0
Gnb2	Tcf3	267	0.0
Gnb2	Tcf7	354	0.0
Gnb2	Tgif1	193	1.2875478461182865E-11
Gnb2	Zfp36l1	145	0.00307810351166915
Gnb5	Tcf7	330	0.0
Gnb5	Tgif1	155	1.6481194314832415E-4
Gnb5	Zfp36l1	466	0.0
Gng10	Epas1	222	0.0
Gng10	Nfkb1	237	0.0
Gng10	Psmc3ip	409	0.0
Gng10	Tcf3	455	0.0
Gng10	Tcf7	383	0.0
Gng10	Tgif1	242	0.0
Gng10	Zfp36l1	306	0.0
Gng11	Epas1	174	1.2423791595495004E-7
Gng12	Epas1	154	2.269858821103421E-4
Gng13	Tgif1	171	4.431930378245852E-7
Gng3	Nfkb1	288	0.0
Gng3	Psmc3ip	179	1.3369621076897431E-8
Gng3	Tcf3	214	1.1102230246251565E-16
Gng3	Tcf7	188	1.7282086872683067E-10
Gng3	Tgif1	193	1.2875478461182865E-11
Gng3	Zfp36l1	166	3.3006699013959917E-6
Gng4	Epas1	151	5.718873964524196E-4
Gng4	Nfkb1	503	0.0
Gng4	Tcf3	513	0.0
Gng4	Tcf7	270	0.0
Gng4	Zfp36l1	178	2.1108174430573E-8
Gng7	Epas1	152	4.228344153047736E-4
Gng7	Nfkb1	210	7.771561172376096E-16
Gng7	Psmc3ip	239	0.0
Gng7	Tcf3	234	0.0
Gng7	Tcf7	259	0.0
Gng7	Zfp36l1	182	3.28994298470775E-9
Golph3	Epas1	144	0.003987619452512692
Golph3	Tcf3	148	0.0013640379951170845
Golph3	Tgif1	322	0.0
Gp6	Nfkb1	583	0.0
Gp6	Tcf3	579	0.0
Gp6	Zfp36l1	198	8.461009670668318E-13
Gpbar1	Epas1	197	1.4729328867701952E-12
Gpc2	Tgif1	142	0.006568155885549598
Gper1	Nfkb1	241	0.0
Gper1	Psmc3ip	149	0.0010271846261774575
Gper1	Tcf3	397	0.0
Gper1	Tgif1	654	0.0
Gpi1	Epas1	582	0.0
Gpi1	Nfkb1	588	0.0
Gpi1	Psmc3ip	388	0.0
Gpi1	Tcf3	562	0.0
Gpi1	Tcf7	268	0.0
Gpi1	Tgif1	311	0.0
Gpi1	Zdhhc2	274	0.0
Gpnmb	Nfkb1	185	7.719400674233157E-10
Gpnmb	Psmc3ip	143	0.005133768582017084
Gpnmb	Tcf3	373	0.0
Gpnmb	Tcf7	354	0.0
Gpnmb	Tgif1	280	0.0
Gpnmb	Zfp36l1	210	7.771561172376096E-16
Gpr12	Nfkb1	328	0.0
Gpr12	Tcf3	156	1.1895332408573545E-4
Gpr12	Tgif1	479	0.0
Gpr158	Epas1	205	1.5210055437364645E-14
Gpr158	Nfkb1	358	0.0
Gpr158	Tcf3	331	0.0
Gpr158	Tgif1	145	0.00307810351166915
Gpr158	Zfp36l1	336	0.0
Gpr162	Nfkb1	149	0.0010271846261774575
Gpr17	Epas1	209	1.3322676295501878E-15
Gpr17	Nfkb1	298	0.0
Gpr17	Tcf3	280	0.0
Gpr171	Epas1	146	0.0023613090385472546
Gpr171	Nfkb1	156	1.1895332408573545E-4
Gpr171	Psmc3ip	190	6.209965874859336E-11
Gpr171	Tcf3	155	1.6481194314832415E-4
Gpr171	Tgif1	268	0.0
Gpr171	Zfp36l1	198	8.461009670668318E-13
Gpr173	Epas1	273	0.0
Gpr173	Tcf7	271	0.0
Gpr173	Zfp36l1	276	0.0
Gpr182	Tcf3	178	2.1108174430573E-8
Gpr22	Tcf7	180	8.42281966395575E-9
Gpr26	Epas1	173	1.9088342018136473E-7
Gpr26	Nfkb1	587	0.0
Gpr26	Psmc3ip	305	0.0
Gpr26	Tcf3	293	0.0
Gpr26	Tcf7	678	0.0
Gpr26	Tgif1	147	0.0018002423278427049
Gpr26	Zfp36l1	218	0.0
Gpr27	Tcf3	259	0.0
Gpr27	Tgif1	142	0.006568155885549598
Gpr37l1	Psmc3ip	183	2.039871049852593E-9
Gpr37l1	Tgif1	187	2.860919279257246E-10
Gpr45	Epas1	145	0.00307810351166915
Gpr50	Zfp36l1	145	0.00307810351166915
Gpr65	Epas1	214	1.1102230246251565E-16
Gpr65	Nfkb1	146	0.0023613090385472546
Gpr65	Psmc3ip	144	0.003987619452512692
Gpr65	Tcf3	189	1.0386125293138093E-10
Gpr65	Tgif1	334	0.0
Gpr65	Zfp36l1	237	0.0
Gpr68	Tcf7	199	4.836131495267182E-13
Gpr83	Nfkb1	190	6.209965874859336E-11
Gpr83	Psmc3ip	163	1.0284176798491806E-5
Gpr83	Tcf3	210	7.771561172376096E-16
Gpr83	Tcf7	254	0.0
Gpr83	Tgif1	277	0.0
Gpr83	Zfp36l1	157	8.534409825400324E-5
Gpr88	Nfkb1	177	3.3146764555347374E-8
Gpr88	Psmc3ip	242	0.0
Gpr88	Tcf3	222	0.0
Gpr88	Tcf7	238	0.0
Gpr88	Tgif1	334	0.0
Gprc5a	Epas1	236	0.0
Gprc5a	Nfkb1	313	0.0
Gprc5a	Psmc3ip	182	3.28994298470775E-9
Gprc5a	Tcf3	172	2.916654073814584E-7
Gprc5a	Tcf7	202	8.770761894538737E-14
Gprc5a	Tgif1	341	0.0
Gprc5a	Zfp36l1	303	0.0
Gprc5b	Tcf3	204	2.7422508708241367E-14
Gprc5b	Tgif1	210	7.771561172376096E-16
Gprc5b	Zfp36l1	212	2.220446049250313E-16
Gprc5c	Nfkb1	171	4.431930378245852E-7
Gpsm1	Nfkb1	156	1.1895332408573545E-4
Gpsm1	Psmc3ip	200	2.751132655021138E-13
Gpsm1	Tcf3	214	1.1102230246251565E-16
Gpsm1	Tgif1	158	6.086820161643747E-5
Gpsm1	Zfp36l1	188	1.7282086872683067E-10
Gpsm2	Epas1	207	4.6629367034256575E-15
Gpsm2	Nfkb1	589	0.0
Gpsm2	Psmc3ip	155	1.6481194314832415E-4
Gpsm2	Tcf3	1064	0.0
Gpsm2	Tcf7	426	0.0
Gpsm2	Tgif1	583	0.0
Gpsm2	Zfp36l1	475	0.0
Grasp	Epas1	144	0.003987619452512692
Grasp	Nfkb1	405	0.0
Grasp	Psmc3ip	189	1.0386125293138093E-10
Grasp	Tcf3	399	0.0
Grasp	Tcf7	150	7.687880084403798E-4
Grasp	Zfp36l1	207	4.6629367034256575E-15
Grb14	Tcf3	173	1.9088342018136473E-7
Grb2	Nfkb1	147	0.0018002423278427049
Grb2	Tcf3	157	8.534409825400324E-5
Grb2	Zfp36l1	158	6.086820161643747E-5
Grb7	Nfkb1	161	2.131443263708732E-5
Gria1	Nfkb1	241	0.0
Gria1	Tgif1	152	4.228344153047736E-4
Gria1	Zfp36l1	164	7.081801022601475E-6
Gria2	Nfkb1	190	6.209965874859336E-11
Gria3	Nfkb1	369	0.0
Gria3	Psmc3ip	236	0.0
Gria3	Tcf3	312	0.0
Gria3	Tcf7	169	1.0063224256118275E-6
Gria3	Tgif1	575	0.0
Gria3	Zdhhc2	164	7.081801022601475E-6
Gria3	Zfp36l1	244	0.0
Gria4	Epas1	249	0.0
Gria4	Tcf7	171	4.431930378245852E-7
Grik2	Epas1	179	1.3369621076897431E-8
Grik2	Nfkb1	543	0.0
Grik2	Psmc3ip	302	0.0
Grik2	Tcf3	550	0.0
Grik2	Tcf7	234	0.0
Grik2	Tgif1	304	0.0
Grik2	Zfp36l1	282	0.0
Grik3	Epas1	281	0.0
Grik3	Nfkb1	925	0.0
Grik3	Tcf3	694	0.0
Grik3	Tgif1	144	0.003987619452512692
Grik3	Zfp36l1	280	0.0
Grik4	Nfkb1	182	3.28994298470775E-9
Grik4	Psmc3ip	334	0.0
Grik4	Tcf3	381	0.0
Grik4	Tcf7	143	0.005133768582017084
Grik5	Epas1	165	4.848611733110353E-6
Grik5	Nfkb1	613	0.0
Grik5	Psmc3ip	172	2.916654073814584E-7
Grik5	Tcf3	354	0.0
Grik5	Tcf7	161	2.131443263708732E-5
Grik5	Tgif1	330	0.0
Grik5	Zfp36l1	243	0.0
Grin1	Epas1	196	2.5515145551935348E-12
Grin1	Psmc3ip	176	5.1770141729079455E-8
Grin1	Tcf7	415	0.0
Grin2a	Epas1	161	2.131443263708732E-5
Grin2a	Psmc3ip	204	2.7422508708241367E-14
Grin2a	Tcf3	220	0.0
Grin2a	Tcf7	356	0.0
Grin2b	Nfkb1	155	1.6481194314832415E-4
Grin2b	Tcf3	153	3.1073936805958713E-4
Grin2c	Epas1	158	6.086820161643747E-5
Grin2c	Nfkb1	183	2.039871049852593E-9
Grin2c	Psmc3ip	237	0.0
Grin2c	Tcf3	167	2.2341343067777686E-6
Grin2c	Tcf7	168	1.503662832136321E-6
Grin2c	Tgif1	199	4.836131495267182E-13
Grin2c	Zfp36l1	219	0.0
Grin2d	Epas1	310	0.0
Grin3b	Tcf3	179	1.3369621076897431E-8
Grin3b	Tcf7	159	4.3155750089285405E-5
Grin3b	Zfp36l1	204	2.7422508708241367E-14
Grk6	Epas1	164	7.081801022601475E-6
Grk6	Tcf7	178	2.1108174430573E-8
Grk6	Zfp36l1	153	3.1073936805958713E-4
Grm1	Epas1	186	4.711634415954791E-10
Grm1	Nfkb1	146	0.0023613090385472546
Grm1	Psmc3ip	148	0.0013640379951170845
Grm1	Tcf3	179	1.3369621076897431E-8
Grm1	Tgif1	284	0.0
Grm1	Zdhhc2	142	0.006568155885549598
Grm3	Psmc3ip	353	0.0
Grm3	Tcf3	295	0.0
Grm3	Tgif1	150	7.687880084403798E-4
Grm5	Epas1	180	8.42281966395575E-9
Grm5	Nfkb1	382	0.0
Grm5	Tcf3	409	0.0
Grm5	Tcf7	256	0.0
Grm5	Tgif1	598	0.0
Grm5	Zfp36l1	339	0.0
Grm7	Epas1	207	4.6629367034256575E-15
Grm7	Tcf3	266	0.0
Grm7	Tcf7	650	0.0
Grm7	Tgif1	160	3.0417907412982892E-5
Grm8	Nfkb1	180	8.42281966395575E-9
Grm8	Psmc3ip	297	0.0
Grm8	Tcf3	158	6.086820161643747E-5
Grm8	Tcf7	145	0.00307810351166915
Grm8	Tgif1	261	0.0
Grm8	Zfp36l1	156	1.1895332408573545E-4
Gsg1l	Psmc3ip	176	5.1770141729079455E-8
Gsg1l	Tcf3	162	1.4848526926014571E-5
Gsg1l	Tcf7	190	6.209965874859336E-11
Gsg1l	Zfp36l1	348	0.0
Gsn	Nfkb1	174	1.2423791595495004E-7
Gsn	Tcf3	221	0.0
Gsn	Zdhhc2	295	0.0
Gsn	Zfp36l1	186	4.711634415954791E-10
Gstp1	Epas1	290	0.0
Gstp1	Nfkb1	525	0.0
Gstp1	Psmc3ip	169	1.0063224256118275E-6
Gstp1	Tcf3	765	0.0
Gstp1	Tcf7	314	0.0
Gstp1	Tgif1	472	0.0
Gstp1	Zdhhc2	638	0.0
Gstp1	Zfp36l1	357	0.0
Guca1b	Epas1	262	0.0
Guca1b	Tcf7	233	0.0
Gucy2c	Epas1	209	1.3322676295501878E-15
Gucy2f	Nfkb1	701	0.0
Gucy2f	Tcf3	413	0.0
Gucy2f	Tgif1	224	0.0
Gucy2f	Zdhhc2	256	0.0
Gucy2g	Epas1	159	4.3155750089285405E-5
H2-M3	Epas1	149	0.0010271846261774575
H2-M3	Nfkb1	580	0.0
H2-M3	Tcf3	343	0.0
H2-M3	Tgif1	424	0.0
H2-M3	Zfp36l1	199	4.836131495267182E-13
Havcr2	Tcf3	274	0.0
Havcr2	Tgif1	467	0.0
Hax1	Epas1	257	0.0
Hax1	Nfkb1	747	0.0
Hax1	Psmc3ip	152	4.228344153047736E-4
Hax1	Tcf3	784	0.0
Hax1	Tgif1	575	0.0
Hax1	Zdhhc2	275	0.0
Hax1	Zfp36l1	332	0.0
Hbegf	Epas1	235	0.0
Hbegf	Nfkb1	320	0.0
Hbegf	Psmc3ip	348	0.0
Hbegf	Tcf3	355	0.0
Hbegf	Tcf7	367	0.0
Hbegf	Zfp36l1	182	3.28994298470775E-9
Hcar1	Epas1	146	0.0023613090385472546
Hcar2	Nfkb1	294	0.0
Hcar2	Tcf3	191	3.6941338876772534E-11
Hcar2	Zfp36l1	185	7.719400674233157E-10
Hdac6	Epas1	143	0.005133768582017084
Hdac6	Psmc3ip	144	0.003987619452512692
Hdac6	Tcf3	195	4.398370556657483E-12
Hdac6	Tgif1	152	4.228344153047736E-4
Hfe	Tcf3	166	3.3006699013959917E-6
Hfe	Zfp36l1	141	0.008350802592771323
Hhip	Zdhhc2	152	4.228344153047736E-4
Hint1	Epas1	192	2.186417713545552E-11
Hint1	Nfkb1	236	0.0
Hint1	Psmc3ip	325	0.0
Hint1	Tcf3	409	0.0
Hint1	Tgif1	342	0.0
Hint1	Zdhhc2	151	5.718873964524196E-4
Hint1	Zfp36l1	231	0.0
Hip1	Tcf3	160	3.0417907412982892E-5
Hip1r	Epas1	203	4.9182879990894435E-14
Hist2h2be	Tcf7	331	0.0
Hist2h2be	Zfp36l1	150	7.687880084403798E-4
Hmox1	Nfkb1	346	0.0
Hmox1	Tcf3	417	0.0
Hmox1	Tgif1	282	0.0
Hmox1	Zfp36l1	356	0.0
Homer1	Tcf3	247	0.0
Homer1	Tcf7	532	0.0
Homer1	Zfp36l1	256	0.0
Homer2	Nfkb1	238	0.0
Homer2	Psmc3ip	360	0.0
Homer2	Tcf3	390	0.0
Homer2	Tcf7	375	0.0
Homer2	Tgif1	348	0.0
Homer3	Epas1	212	2.220446049250313E-16
Homer3	Nfkb1	169	1.0063224256118275E-6
Homer3	Tcf3	177	3.3146764555347374E-8
Homer3	Tcf7	211	4.440892098500626E-16
Hras	Epas1	192	2.186417713545552E-11
Hras	Nfkb1	579	0.0
Hras	Tcf3	294	0.0
Hras	Tcf7	649	0.0
Hras	Tgif1	428	0.0
Hras	Zfp36l1	214	1.1102230246251565E-16
Hrh1	Psmc3ip	192	2.186417713545552E-11
Hrh1	Tcf3	229	0.0
Hrh1	Tcf7	169	1.0063224256118275E-6
Hrh3	Nfkb1	316	0.0
Hrh3	Psmc3ip	236	0.0
Hrh3	Tcf3	484	0.0
Hrh3	Tcf7	220	0.0
Hrh3	Tgif1	244	0.0
Hrh3	Zfp36l1	315	0.0
Hsp90ab1	Tcf3	182	3.28994298470775E-9
Hsp90ab1	Tgif1	194	7.544187496932864E-12
Hspa5	Epas1	220	0.0
Hspa5	Nfkb1	352	0.0
Hspa5	Psmc3ip	143	0.005133768582017084
Hspa5	Tcf3	282	0.0
Hspa5	Tcf7	274	0.0
Hspa5	Tgif1	278	0.0
Hspa5	Zfp36l1	351	0.0
Hspb1	Epas1	267	0.0
Hspb1	Tcf3	164	7.081801022601475E-6
Hspb1	Tcf7	233	0.0
Hspb1	Tgif1	215	0.0
