rat_entrez_id,mouse_entrez_id
103694600,108168617
103694600,108168666
103694600,108168667
103694600,108168668
103694600,108168670
103694600,108168642
103694600,NA
103694600,108168658
103694600,NA
103694600,NA
103694600,100041362
103694600,108168660
103694600,108168662
103694600,NA
103694600,108168638
103694600,108168669
103694600,100040160
103694600,NA
103694600,108168578
103694600,100039753
103694600,100861879
103694600,NA
103694600,NA
108353386,100040031
108353386,108168570
108353386,108168660
108353386,100039614
108353386,108168580
108353386,108168583
108353386,108168584
108353386,108168585
108353386,108168586
108353386,108168602
108353386,108168603
108353386,108168604
108353386,108168605
108353386,108168606
108353386,108168607
108353386,108168610
108353386,108168611
108353386,108168617
108353386,108168666
108353386,108168667
108353386,108168668
108353386,108168670
108353386,108168642
108353386,NA
108353386,108168658
108353386,NA
108353386,NA
108353386,100041362
108353386,108168660
108353386,108168662
108353386,NA
108353386,108168638
108353386,108168669
108353386,100040160
108353386,NA
108353386,108168578
108353386,100039753
108353386,100861879
108353386,NA
108353386,NA
100911681,433180
100911681,433180
100911681,433180
306347,13716
116550,209361
116550,209361
501898,622744
501898,624421
501898,100862180
501898,102633100
501898,108169097
501898,108168684
501898,108169098
501898,108169100
501898,108169101
362165,26427
288835,258791
299008,76826
252959,110083
309172,67457
83523,55980
312638,171508
100359678,100503043
100362676,546611
171115,242202
364275,258387
679907,66449
300718,244885
24716,19713
309550,237339
103690297,258534
103690297,258534
103690297,258534
100912599,407785
100912599,407785
498854,117158
287938,69101
155423,11750
140588,14634
361749,77125
295428,210529
684800,98366
84429,223604
312670,68465
286933,383678
81656,99586
309928,78771
100363449,NA
100363449,399674
100363449,NA
100363449,399676
100363449,668359
100363449,100042761
100363449,100043188
100363449,NA
100363449,NA
299900,78581
295322,242122
502042,105594
100910798,210876
100910798,628185
25403,12380
305581,72129
313278,19266
24915,30794
157074,66945
414793,15013
414793,15015
414793,110557
414793,15018
414793,110558
414793,15007
83837,68010
499147,75510
499147,75510
25684,17287
307309,67847
54248,217480
103694731,100040031
103694731,108168570
103694731,108168660
103694731,100039614
103694731,108168580
103694731,108168583
103694731,108168584
103694731,108168585
103694731,108168586
103694731,108168602
103694731,108168603
103694731,108168604
103694731,108168605
103694731,108168606
103694731,108168607
103694731,108168610
103694731,108168611
103694731,108168617
103694731,108168666
103694731,108168667
103694731,108168668
103694731,108168670
103694731,108168642
103694731,NA
103694731,108168658
103694731,NA
103694731,NA
103694731,100041362
103694731,108168660
103694731,108168662
103694731,NA
103694731,108168638
103694731,108168669
103694731,100040160
103694731,NA
103694731,108168578
103694731,100039753
103694731,100861879
103694731,NA
103694731,NA
306941,68732
79429,54635
140582,73284
100360573,20042
502913,319161
296883,68240
293894,66745
293894,66745
79115,14026
24211,11928
290354,213019
317324,74279
114109,18091
83841,53378
299609,27403
295229,246703
299599,21830
363082,50996
315761,214425
289864,67939
501675,74720
54250,14173
65193,18096
307643,101985
367021,72826
312652,67784
24590,17380
24575,NA
24477,15891
64621,11648
24375,71665
25353,20750
361976,229503
100909937,258434
100909937,258434
100909937,258434
100909937,258434
100909937,258434
100909937,258434
100909937,258434
100909937,258434
114555,12363
100910543,258430
100910543,258430
100910543,258430
363855,NA
363855,26400
366802,258252
25145,12484
100360666,319476
499746,74472
85262,74011
65274,18226
100911127,258826
100911127,258500
100911127,257959
100911127,258826
100911127,258500
100911127,257959
317420,279561
257648,12287
292267,73419
102550797,70935
102550797,NA
102550797,NA
102550797,NA
102550797,545732
102550797,100862349
102550797,100862359
102550797,100862368
102550797,100862388
102550797,71026
102550797,100038949
102550797,545739
102550797,75657
102550797,664804
102550797,100039045
102550797,381622
102550797,434689
102550797,664837
102550797,381714
102550797,624245
102550797,100503549
102550797,66773
102550797,100861702
102550797,105242399
102550797,360220
102550797,100861755
102550797,NA
102550797,100502967
59267,54525
365807,100125586
365807,NA
365807,667060
293674,66556
83806,70247
60670,14345
100363141,408058
297109,68235
293744,109225
300786,270166
317418,69499
317418,69499
108349419,NA
108349419,545007
108349419,100041054
108349419,NA
108349419,100041076
108349419,NA
108349419,NA
108349419,NA
108349419,554327
108349419,100041139
108349419,100169868
108349419,100041177
108349419,NA
108349419,NA
108349419,NA
108349419,NA
108349419,108168186
108349419,NA
108349419,673676
108349419,NA
108349419,100041336
108349419,100041306
108349419,NA
108349419,NA
108349419,108978
108349419,NA
108349419,666765
108349419,666750
108349419,666329
108349419,NA
108349419,NA
108349419,100041678
108349419,NA
108349419,666706
108349419,102636792
108349419,NA
108349419,100041735
108349419,NA
108349419,100041515
108349419,NA
108349419,NA
108349419,100041598
108349419,NA
108349419,NA
108349419,NA
108349419,105245675
108349419,NA
108349419,100041702
108349419,622640
108349419,100042149
108349419,100861615
108349419,NA
297797,108664
307016,75415
83578,216134
500069,83922
309028,382217
309028,666842
308543,72287
64445,20441
246232,67883
366122,258977
366122,258982
310548,633285
502913,319160
64627,319160
306860,14538
65205,17389
192155,20388
29602,19221
362367,387524
298483,100470
366492,13836
287929,72083
362383,19895
364534,76900
312331,18025
81712,57262
24465,15452
687118,67379
309809,215929
100910887,258670
100910887,258670
307366,240354
502994,242736
290056,57269
100911558,20730
305923,75965
100362216,72792
100362068,171236
58845,18518
299757,67405
289521,81702
685716,100047671
686013,73453
361262,217995
361262,217995
404822,258919
84556,116837
293991,67264
619575,74434
25157,22634
414789,15013
414789,15015
414789,110557
414789,15018
414789,110558
414789,15007
436582,76252
309449,12686
171136,208650
298936,268534
361314,106952
362303,52323
100362311,233071
290629,234395
29237,18619
286978,100034363
286978,666244
286978,399591
245965,66043
298038,258600
500059,101359
405287,258775
103690011,258821
502715,74511
688611,207175
415052,433102
294333,108707
499754,77058
315851,83603
317297,70696
301035,71268
246074,20249
641603,71699
84424,21887
312812,13860
290359,328440
680931,12163
499821,241520
686680,269063
405345,257872
289565,384185
291772,106931
29705,14394
361858,67371
288663,20239
298164,637093
680076,142687
294337,12833
24581,17870
641656,73670
363538,70426
302990,26945
679520,245533
100363310,66060
690195,170952
64536,71690
310820,56195
100360380,268670
287237,18356
502913,319160
299012,11855
192224,66392
311559,67135
689039,66330
689039,66330
294331,22213
679805,75033
306000,67712
362914,76773
312086,269823
365297,70461
117287,57320
294065,240595
362740,217588
316033,12091
360887,67426
305470,13494
361381,19358
680751,228598
308266,237256
308472,20924
117028,30948
501507,194854
501507,194854
100361492,72082
288275,26559
498153,80290
315615,114873
297415,66488
499990,652925
405155,258822
297990,230075
690102,621893
654482,234912
100361939,68209
364529,73316
25719,20394
313981,217431
103694600,NA
103694600,NA
103694600,434960
103694600,100041284
103694600,100862371
103694600,108168629
103694600,100040786
103694600,100861899
103694600,102641037
103694600,108168637
103694600,382131
103694600,100039014
103694600,70009
103694600,100861817
103694600,108168622
103694600,665687
103694600,100039014
103694600,100040187
103694600,108168614
103694600,100041256
103694600,100861743
103694600,100862360
103694600,108168574
103694600,108168596
103694600,100039595
103694600,100040262
103694600,100039014
103694600,100862042
103694600,100042337
103694600,100862075
103694600,100039014
103694600,100862059
103694600,665301
103694600,100040171
103694600,100040714
103694600,70009
103694600,100039574
103694600,100040429
103694600,100042268
103694600,100042475
103694600,100861821
103694600,108168537
103694600,108168538
103694600,108168539
103694600,108168540
103694600,108168541
103694600,108168542
103694600,108168543
103694600,108168544
103694600,108168546
103694600,108168549
103694600,108168550
103694600,108168556
103694600,108168561
103694600,108168562
103694600,108168563
103694600,108168597
103694600,108168620
103694600,108168665
103694600,100042428
103694600,108168609
103694600,108168579
103694600,100040911
103694600,100042013
103694600,108168565
103694600,108168575
108353386,NA
108353386,NA
108353386,434960
108353386,100041284
108353386,100862371
108353386,108168629
108353386,100040786
108353386,100861899
108353386,102641037
108353386,108168637
108353386,382131
108353386,100039014
108353386,70009
108353386,100861817
108353386,108168622
108353386,665687
108353386,100039014
108353386,100040187
108353386,108168614
108353386,100041256
108353386,100861743
108353386,100862360
108353386,108168574
108353386,108168596
108353386,100039595
108353386,100040262
108353386,100039014
108353386,100862042
108353386,100042337
108353386,100862075
108353386,100039014
108353386,100862059
108353386,665301
108353386,100040171
108353386,100040714
108353386,70009
108353386,100039574
108353386,100040429
108353386,100042268
108353386,100042475
108353386,100861821
108353386,108168537
108353386,108168538
108353386,108168539
108353386,108168540
108353386,108168541
108353386,108168542
108353386,108168543
108353386,108168544
108353386,108168546
108353386,108168549
108353386,108168550
108353386,108168556
108353386,108168561
108353386,108168562
108353386,108168563
108353386,108168597
108353386,108168620
108353386,108168665
108353386,100042428
108353386,108168609
108353386,108168579
108353386,100040911
108353386,100042013
108353386,108168565
108353386,108168575
293620,27388
64508,104111
310846,229801
501828,170741
501828,545812
315639,235323
681048,332309
116554,26419
679155,207259
140724,54376
114120,14701
84588,18417
311825,279029
290224,85308
116996,16170
500091,387513
500306,330406
310511,19646
312227,53621
315970,321022
404992,258771
404992,258488
246297,214384
29154,12334
304920,226541
113906,80888
361755,56454
361755,56454
306284,432839
100363333,666209
292152,102022
85472,18975
690572,387343
501630,245631
363164,67561
108348142,26961
25239,11815
155918,16822
309613,193736
502913,69386
619580,55936
24582,17880
116561,74325
680971,72108
287095,22654
404969,259025
282844,67338
364380,105501
290426,93688
290519,73666
114203,23921
310749,229675
64524,21881
689730,384701
689730,13532
56759,58809
360855,226517
502913,319155
93662,170677
171495,12337
414784,15042
305420,52206
500077,78412
362762,73828
363854,15568
81649,26416
361195,218294
682445,66264
690212,217316
363145,331026
298280,242585
500532,66743
685907,666209
303010,67579
289904,74843
140662,67186
56266,64385
291754,16769
29639,11936
301065,74052
100362321,102032
117232,54422
312474,330361
81742,18575
314273,320808
297081,243377
27100,11692
301384,227095
302976,71893
293621,15461
307390,107035
399489,13555
399489,13555
362339,208647
619385,27057
100359498,57808
501047,665033
296076,20813
680885,67085
366531,67737
64189,18475
292316,27263
292316,236574
292316,545814
292316,622474
292316,622486
24171,11519
680665,229499
690227,383258
316642,241159
316642,241159
309452,18034
310411,67542
311088,319876
293281,259075
690214,68023
301221,56738
291981,68051
302422,72621
290755,212392
290755,212392
499124,243906
499124,243906
362502,67123
94268,13636
362214,67134
364475,66573
246307,66514
83689,53599
53950,18775
53950,215028
53950,215029
309105,330671
293294,94088
252961,21353
117103,17274
498888,620235
316137,13733
307029,225131
685719,23863
690507,71425
690507,433492
365345,320635
684171,259107
293399,258733
287699,16663
293301,259050
293056,12877
408205,73481
308056,67719
108348148,14866
81766,19899
24862,22238
24862,112417
24862,100559
24862,22238
24862,112417
24862,100559
24862,22238
24862,112417
24862,100559
313644,110351
499615,108927
170910,67154
100312751,100043604
100312751,100043019
100312751,100043025
100312751,667404
100312751,435940
100312751,100043614
100312751,100043029
100312751,667444
100312751,100043033
100312751,100043037
100312751,667464
100312751,667469
100312751,667472
100312751,667094
100312751,100043043
100312751,667485
100312751,81011
100312751,100043051
100312751,100043058
100312751,435947
100312751,667504
100312751,667512
100312751,100043061
100312751,667530
100312751,667543
100312751,667551
100312751,100043067
100312751,670857
100312751,620758
100312751,100043079
100312751,100043083
100312751,667586
100312751,667599
100312751,100043667
100312751,100043088
100312751,232959
100312751,404286
100312751,232962
100312751,404289
100312751,404287
100312751,404288
100312751,209824
94272,224796
108348185,14729
289584,69727
290722,382010
501095,76438
292684,83434
305968,219150
493909,71724
27080,73389
24232,12266
100190895,382209
100190895,100135654
100190895,100861623
100190895,100135657
108348202,56622
108348202,56622
308596,72088
691155,76551
682006,78469
286932,245944
689537,108802
361944,69257
29545,22223
300231,239667
100303643,215384
313270,230316
361914,140918
680448,93702
29671,26441
103689997,18566
103689997,18566
317396,54609
25059,15277
293240,258751
100910795,432467
100910795,432467
360845,70579
306492,18983
309828,72480
311130,23992
24271,76703
117022,16178
313365,67694
307585,63955
303565,68401
498024,70382
299138,20474
498194,433938
100360679,20084
498358,109108
63867,72094
308913,112405
498695,75731
502042,100039280
502042,100039213
292912,69903
192228,225745
308476,60594
81802,20908
108348032,258923
294071,15201
294071,15201
114632,13722
108348142,26961
58826,19074
288259,14450
108348142,26961
500836,50929
500836,116849
298782,74196
287741,66784
309112,213573
313493,242406
78956,20274
114486,109880
291318,18108
25540,20234
24268,12870
405018,259096
688605,20290
303247,83813
684440,170744
24179,11606
499237,258728
316533,74241
289052,226470
287731,268490
362002,67845
363026,59035
50577,14427
360626,16669
299570,100038859
299570,100038860
299570,100043474
116596,26410
311959,27407
25122,20276
266709,18769
100912936,15437
361052,71891
266631,241490
246295,230967
54304,381760
686506,75530
24889,12425
29375,22255
362334,68487
307505,12385
108348064,208117
108348064,68318
108348064,208117
108348064,68318
293373,258597
293373,258597
678743,21892
81727,17855
100359675,11650
100363219,258308
298397,56014
84377,18814
29173,12991
302953,52864
501582,14853
50693,16426
64530,12785
292890,22116
315196,22422
50563,14613
84580,15184
308441,27998
100310877,112408
689997,210998
500089,574417
363337,73526
363337,224318
64515,107995
363425,12390
81527,18187
116477,232341
313777,57741
303534,74407
312896,277328
246209,75050
303914,106347
298300,230576
81513,16881
290372,219170
24188,11668
24188,320092
25255,13548
362955,97961
116643,269523
299996,17181
364227,65257
405009,258751
100911730,12476
682076,15285
361708,225861
307816,272538
287506,NA
100360291,100009600
291991,66269
317614,320923
363156,72179
114097,17001
680252,13401
310131,78757
362607,16650
25422,12961
298733,29845
100362331,407790
293243,259086
288174,52633
363022,244721
83535,16514
414789,14972
414789,14964
414789,15006
365864,22156
364054,258758
685963,67671
293357,66786
502913,319155
29170,11831
25638,18577
366894,237553
680990,233537
303356,103743
85434,71702
85434,NA
85434,NA
85434,NA
85434,NA
85434,NA
85434,NA
85434,NA
85434,NA
363447,21912
291439,17190
25404,12389
315352,237082
305476,67430
300989,69536
60374,16905
303002,215445
313566,109263
54234,12290
307148,74455
301378,433294
404995,258180
113892,100043497
113892,93674
113892,100504710
499027,27263
499027,236574
499027,545814
499027,622474
499027,622486
299850,69654
502643,241525
406165,55979
298767,213575
304741,81879
360747,50525
25486,17925
292696,56457
689589,67646
64669,99035
366035,76646
405386,258913
305338,11787
116563,11773
296957,232679
309680,54427
100910143,433931
100910143,433931
29745,20355
393092,353237
393092,353237
393092,353237
393092,353237
393092,353237
393092,353237
393092,353237
393092,353237
393092,353237
393092,353237
393092,353237
25235,14600
405063,18354
405063,258509
291652,93878
294276,14312
311123,72421
311123,620631
311123,78802
362547,320438
690358,100042784
500393,76982
364514,75698
25480,17339
116689,15170
497197,114875
363221,52846
245979,109594
361296,67664
303830,70573
293065,233424
497881,27140
298584,12345
292464,23924
303669,66176
78981,387342
363974,210356
306695,238673
305719,54713
64442,20444
304284,55950
100910798,666002
100910798,638102
100910798,619697
100910798,619788
171062,72310
288583,26433
360406,19268
362418,108960
100912217,258719
100912217,258720
100912217,277935
100912217,258719
100912217,258720
100912217,277935
100912217,258719
100912217,258720
100912217,277935
313725,269604
307491,70791
306103,72662
310667,76893
304743,70829
29209,12373
292851,101533
404963,258153
682914,54367
293439,258738
290868,97541
362332,68794
362756,110417
288541,224916
24604,109648
84404,66603
498193,433940
117243,216739
64664,56350
689844,270118
502017,68563
288306,74112
680558,338363
501898,666209
498796,66540
246767,81906
65028,15502
290798,22428
290577,218914
290640,270058
108348148,14866
64352,14866
689756,414084
314993,70472
300199,259038
29498,19286
499339,52874
25550,20510
114020,69049
300967,81907
613224,634825
613224,13218
613224,665927
613224,665956
613224,382000
313974,217410
252922,11287
361747,381218
500516,242602
499309,108899
114489,13138
314265,211978
301085,17281
288369,69129
308631,215819
307833,71955
294422,57319
100910054,77286
690126,260423
690126,260423
690126,260423
690126,260423
690126,260423
114637,15331
114637,NA
114637,15331
114637,NA
501816,224916
60449,14695
103690006,72102
304791,213452
300091,66346
360881,68440
60587,319520
79227,386612
361509,22192
100361733,433904
103694863,276952
103694863,276952
311350,96957
681418,68342
100912097,259036
100912097,259035
100912097,259036
100912097,259035
25539,20215
58834,50768
103689978,320213
103689978,320213
252928,30055
246757,231002
246757,231003
311944,55982
60331,110616
497916,237781
301132,21948
60334,56205
499328,54391
108352059,76917
287820,237987
171379,20586
499240,57355
103690053,70901
246281,107626
291640,83885
367289,68691
24664,18976
276720,211480
498190,269693
500252,243529
287063,67824
310877,211550
100909793,72632
266782,67000
170904,98267
363681,75482
108348083,56454
108348083,56454
299889,75766
690005,67917
287768,76479
294512,69090
58954,23849
29240,18970
689088,546840
24888,12048
305502,103694
493865,317758
24950,78925
60393,53315
296281,54711
305127,52397
404783,77042
498918,54352
288088,68194
288088,100041273
288088,100042503
100361684,319719
25245,12062
366953,72749
295725,258561
304286,231876
293273,NA
311569,60525
117254,18477
308757,140481
57022,11498
57022,214321
300674,213827
308556,75690
288003,106344
312495,232174
29699,19087
361192,69315
313840,381110
367167,22036
301011,22273
292095,234875
296558,99152
108349419,105242449
108349419,100041958
108349419,100041964
108349419,NA
108349419,108168187
108349419,NA
108349419,NA
108349419,NA
108349419,100041151
108349419,100504200
108349419,100042100
108349419,102634532
108349419,100040545
108349419,108168148
108349419,666214
108349419,100041722
108349419,NA
108349419,666214
108349419,100041722
108349419,100038847
108349419,100042129
108349419,NA
108349419,100042149
108349419,105245673
108349419,NA
108349419,100042182
108349419,102632113
108349419,NA
108349419,545013
108349419,666233
108349419,NA
108349419,100040771
108349419,NA
108349419,101056159
108349419,638262
108349419,108168152
108349419,NA
108349419,108168155
108349419,NA
108349419,100039452
108349419,100039441
108349419,432825
108349419,74954
108349419,NA
108349419,NA
108349419,108168195
108349419,NA
108349419,666744
80843,53421
689766,69428
171084,66116
301442,22218
100911672,NA
100911672,13498
100911672,NA
100911672,13498
108348134,75388
108348134,75388
100359861,75616
116558,16198
25129,13656
363160,68292
108350052,368202
311550,228788
291703,13872
316164,20230
102550797,73526
102550797,224318
114597,56451
500863,239405
25044,231691
116487,21810
293285,259058
306198,69634
59115,29862
296301,19383
310344,20873
685544,105244938
289334,433386
300475,30806
684322,74287
313450,69942
313450,69942
25505,18436
500925,239650
59300,66116
59300,66116
301253,210573
24952,14526
