uniprotswissprot;entrezgene_id;symbol
Q8NGA1;125963;OR1M1
Q8NG41;256933;NPB
Q8NG99;390882;OR7G2
O60220;1678;TIMM8A
Q8NGA0;125962;OR7G1
Q8IXP5;341032;C11orf53
Q6NTF9;57414;RHBDD2
P59826;359710;BPIFB3
P23219;5742;PTGS1
Q9Y5T4;29103;DNAJC15
Q86UX7;83706;FERMT3
A0A0U1RRE5;550643;NBDY
Q96N28;10650;PRELID3A
P52209;5226;PGD
Q8N9I0;127833;SYT2
Q9BV20;84245;MRI1
Q12905;3608;ILF2
A8K830;120376;COLCA2
Q969P5;114907;FBXO32
P61769;567;B2M
Q96P47;116988;AGAP3
Q969H0;55294;FBXW7
P06733;2023;ENO1
Q6UXT8;389658;ALKAL1
Q7Z3Z0;147183;KRT25
P51170;6340;SCNN1G
O00462;4126;MANBA
P28065;5698;PSMB9
Q8WWR8;129807;NEU4
Q2WGJ6;340359;KLHL38
Q9UJU6;28988;DBNL
Q6P9H5;474344;GIMAP6
O15466;29906;ST8SIA5
P61247;6189;RPS3A
Q9HCB6;10418;SPON1
Q9UNZ5;28974;C19orf53
Q96KW9;122258;SPACA7
Q8NG95;390883;OR7G3
Q86SF2;51809;GALNT7
A6NFC5;283999;TMEM235
A6NK44;392465;GLOD5
A0A1B0GV03;728310;GOLGA6L7
Q99519;4758;NEU1
Q96RL7;23230;VPS13A
Q9NVM9;55726;INTS13
Q7Z3Y9;353288;KRT26
Q5T2D3;23252;OTUD3
Q96P68;27199;OXGR1
P68400;1457;CSNK2A1
P41235;3172;HNF4A
Q96EY7;55037;PTCD3
Q7RTY5;345062;PRSS48
Q7Z3Y8;342574;KRT27
Q9NZK7;30814;PLA2G2E
Q9P2F8;57568;SIPA1L2
P55107;2662;GDF10
Q674X7;23254;KAZN
P59827;149954;BPIFB4
P28062;5696;PSMB8
Q03060;1390;CREM
Q9UK05;2658;GDF2
Q7Z3Y7;162605;KRT28
Q8N292;202309;GAPT
O75920;8293;SERF1B
O75920;728492;SERF1B
Q9NW97;55092;TMEM51
P49641;4122;MAN2A2
P35372;4988;OPRM1
Q9H609;79177;ZNF576
Q13733;480;ATP1A4
Q9C0F0;80816;ASXL3
P30504;3107;HLA-C
Q9TNN7;3107;HLA-C
P30505;3107;HLA-C
Q07000;3107;HLA-C
Q95604;3107;HLA-C
P52564;5608;MAP2K6
P13645;3858;KRT10
Q2M2D7;254272;TBC1D28
Q96A65;60412;EXOC4
P27216;312;ANXA13
B3KS81;100170229;SRRM5
P04350;10382;TUBB4A
P15259;5224;PGAM2
Q96B54;126299;ZNF428
Q9H3H1;54802;TRIT1
P22003;653;BMP5
Q8IXR5;51252;FAM178B
Q9P2G4;54627;MAP10
Q9UGY1;79159;NOL12
Q7Z2E3;54840;APTX
O14678;5826;ABCD4
Q04941;5355;PLP2
Q5JNZ3;282890;ZNF311
O75955;10211;FLOT1
Q8TC92;55068;ENOX1
P14555;5320;PLA2G2A
Q9BRV3;55974;SLC50A1
P02768;213;ALB
Q9Y261;3170;FOXA2
Q5JSP0;89846;FGD3
O95696;23774;BRD1
Q8WW01;116461;TSEN15
O94827;57449;PLEKHG5
Q96BQ3;129868;TRIM43
Q9NVU7;55153;SDAD1
Q0VDE8;149685;ADIG
Q9Y3N9;26692;OR2W1
Q06265;5393;EXOSC9
O43900;4007;PRICKLE3
Q9UGH3;9962;SLC23A2
Q9Y466;7101;NR2E1
Q5TG30;343578;ARHGAP40
Q9NVK5;26127;FGFR1OP2
O76000;442184;OR2B3
Q06187;695;BTK
Q9GZK6;442185;OR2J1
Q9BSD7;84284;NTPCR
Q6P9F5;135644;TRIM40
P42224;6772;STAT1
P10745;5949;RBP3
P35658;8021;NUP214
Q5JRA6;375056;MIA3
Q96MN9;118738;ZNF488
Q02083;27163;NAAA
P61236;83719;YPEL3
P20248;890;CCNA2
P49720;5691;PSMB3
O76001;442186;OR2J3
Q96GD4;9212;AURKB
P10155;6738;RO60
Q9NQ35;56675;NRIP3
A6NHN6;440348;NPIPB15
P31391;6754;SSTR4
Q9H2D6;11078;TRIOBP
Q14CN2;22802;CLCA4
P08247;6855;SYP
O95870;7920;ABHD16A
Q07325;4283;CXCL9
O95954;10841;FTCD
O76002;26707;OR2J2
Q9UDX3;284904;SEC14L4
Q96BJ3;64853;AIDA
Q6UXF7;497190;CLEC18B
P01210;5179;PENK
Q8TCT8;84888;SPPL2A
P07204;7056;THBD
Q96J02;83737;ITCH
Q8WZA1;55624;POMGNT1
O15063;9710;KIAA0355
Q969Q0;6166;RPL36AL
Q9NS18;51022;GLRX2
Q10469;4247;MGAT2
Q4FZB7;51111;KMT5B
P20155;6691;SPINK2
A6NKB5;80003;PCNX2
Q86VF5;346606;MOGAT3
Q99447;5833;PCYT2
Q8IWS0;84295;PHF6
Q96E17;115827;RAB3C
Q6UX52;100141515;C17orf99
Q96LR2;541468;LURAP1
P84098;6143;RPL19
P58499;54097;FAM3B
O75132;9889;ZBED4
O15417;84629;TNRC18
Q96A22;91894;C11orf52
P13942;1302;COL11A2
Q9NP97;83658;DYNLRB1
Q96L08;203328;SUSD3
P78356;8396;PIP4K2B
Q9P2X0;54344;DPM3
Q8NBQ7;282679;AQP11
Q10981;2524;FUT2
Q16082;3316;HSPB2
P09683;6343;SCT
Q9HAJ7;79685;SAP30L
Q9Y2I8;22884;WDR37
Q5VW32;148362;BROX
Q13129;6018;RLF
Q7RTT9;222962;SLC29A4
Q6P9G4;201799;TMEM154
P20849;1297;COL9A1
O94925;2744;GLS
O96004;9421;HAND1
Q92564;23142;DCUN1D4
Q8WVN6;6398;SECTM1
Q8N2Z9;378708;CENPS
Q8IY92;84464;SLX4
Q13075;4671;NAIP
P31415;844;CASQ1
Q9Y4H4;63940;GPSM3
P02511;1410;CRYAB
O00230;1325;CORT
O60493;8724;SNX3
Q8IY51;201798;TIGD4
Q9UKS7;22807;IKZF2
Q9UP65;8605;PLA2G4C
P0DN76;102724594;U2AF1L5
P13682;7584;ZNF35
Q99666;84220;RGPD5
P54105;1207;CLNS1A
P82909;92259;MRPS36
Q7L5L3;79153;GDPD3
Q9UC06;7621;ZNF70
Q8N1B3;92002;CCNQ
P10912;2690;GHR
P13928;653145;ANXA8
Q969U7;56984;PSMG2
Q96MN5;127428;TCEANC2
P15976;2623;GATA1
Q9NP55;51297;BPIFA1
Q147U1;162993;ZNF846
Q8NFZ8;199731;CADM4
P0CE71;4951;OCM2
Q8WWH4;136991;ASZ1
Q16831;7378;UPP1
Q9NVR5;55172;DNAAF2
Q8IUL8;148113;CILP2
Q92784;8110;DPF3
Q9Y4B4;23132;RAD54L2
Q99456;3859;KRT12
O75317;219333;USP12
P55060;1434;CSE1L
Q8N370;124935;SLC43A2
Q658Y4;157769;FAM91A1
Q9UG22;26157;GIMAP2
Q8NC60;84273;NOA1
A4D126;729920;CRPPA
Q5SRR4;80741;LY6G5C
Q9UKI3;29802;VPREB3
P48506;2729;GCLC
Q15154;5108;PCM1
P49006;65108;MARCKSL1
Q9H7M6;65249;ZSWIM4
Q13112;8208;CHAF1B
Q9NPY3;22918;CD93
O75631;7380;UPK3A
Q9Y6I9;51368;TEX264
Q6ZN01;284358;MAMSTR
Q96JB2;83548;COG3
Q16553;4061;LY6E
Q9NQZ3;1617;DAZ1
Q5VZF2;10150;MBNL2
Q9P0L1;55888;ZKSCAN7
Q8WWP7;170575;GIMAP1
Q13609;1776;DNASE1L3
Q9BQI7;84249;PSD2
P35900;54474;KRT20
P56373;5024;P2RX3
Q13127;5978;REST
Q9UGF5;442191;OR14J1
Q96F15;55340;GIMAP5
Q5W0A0;220081;ERICH6B
Q96FS4;6494;SIPA1
Q8TAP6;79959;CEP76
Q4G0Z9;157777;MCMDC2
O95868;58530;LY6G6D
O95868;110599563;LY6G6D
Q9NYG5;51529;ANAPC11
Q9Y2Y8;10394;PRG3
Q14149;23515;MORC3
P26583;3148;HMGB2
Q14790;841;CASP8
Q9BTA9;51322;WAC
Q9GZK7;26531;OR11A1
Q9H853;80086;TUBA4B
P60323;342977;NANOS3
Q5SQ64;259215;LY6G6F
H3BQW9;100128071;FAM229A
P62263;6208;RPS14
Q9UJV9;51428;DDX41
Q02880;7155;TOP2B
P10114;5911;RAP2A
P58182;26529;OR12D2
Q9Y623;4622;MYH4
Q8WYQ4;150248;C22orf15
O14709;10168;ZNF197
O14709;110354863;ZNF197
Q2WGJ9;654463;FER1L6
Q96KK4;442194;OR10C1
A1L162;285141;ERICH2
Q9BZE1;51253;MRPL37
Q96PN8;81629;TSSK3
A0A140G945;102724652;CRYAA2
Q9UGF6;81696;OR5V1
Q5VXM1;200008;CDCP2
Q15121;8682;PEA15
Q8WYQ3;400916;CHCHD10
Q9UGF7;81797;OR12D3
Q9Y5K5;51377;UCHL5
P55795;3188;HNRNPH2
Q6AZW8;285349;ZNF660
Q05639;1917;EEF1A2
Q6BEB4;389058;SP5
Q96LB4;127124;ATP6V1G3
P24347;4320;MMP11
Q8WVI7;151242;PPP1R1C
Q9H8Y5;55139;ANKZF1
O43760;9144;SYNGR2
Q68CR7;339977;LRRC66
P06280;2717;GLA
P52824;1609;DGKQ
Q92777;6854;SYN2
Q9NS39;105;ADARB2
Q9UKX2;4620;MYH2
Q6ZWE6;389072;PLEKHM3
Q9Y2D4;23233;EXOC6B
P01024;718;C3
Q13795;10139;ARFRP1
Q9H7B4;64754;SMYD3
Q16585;6443;SGCB
P28336;4829;NMBR
Q5VZE5;60560;NAA35
P83881;6173;RPL36A
O95870;7920;ABHD16A
Q99727;7079;TIMP4
O14543;9021;SOCS3
O75446;8819;SAP30
Q6PF15;283212;KLHL35
Q8TCY5;56246;MRAP
Q92823;4897;NRCAM
Q9Y2W2;51729;WBP11
Q86U10;374569;ASPG
P35475;3425;IDUA
Q5THJ4;55187;VPS13D
Q9H0A9;84221;SPATC1L
Q9H0A8;54939;COMMD4
P10826;5915;RARB
O60449;4065;LY75
O75886;10254;STAM2
P68366;7277;TUBA4A
Q12770;22937;SCAP
P30307;995;CDC25C
O60287;9875;URB1
P49908;6414;SELENOP
Q86UZ6;140685;ZBTB46
Q9H2B4;10861;SLC26A1
Q9BWW4;23648;SSBP3
Q9H246;81563;C1orf21
P07196;4747;NEFL
Q9UIM3;63943;FKBPL
Q99259;2571;GAD1
Q08AE8;56907;SPIRE1
Q16637;6606;SMN2
Q16637;6607;SMN2
P13535;4626;MYH8
O95047;79541;OR2A4
P0DN25;728819;C1GALT1C1L
A4FU28;643854;CTAGE9
Q9H400;54923;LIME1
O76014;8688;KRT37
Q6UXH1;79174;CRELD2
Q9NPR9;56927;GPR108
Q9NYF3;51307;FAM53C
Q6IPT4;606495;CYB5RL
Q4G0S7;100129792;CCDC152
O95407;8771;TNFRSF6B
Q9BYU1;80714;PBX4
O75716;8576;STK16
Q9NS93;51768;TM7SF3
Q9Y3A4;27341;RRP7A
Q15751;8925;HERC1
Q8IVE3;130271;PLEKHH2
Q86YW0;89869;PLCZ1
Q8WTX7;652968;CASTOR1
Q15633;6895;TARBP2
P51148;5878;RAB5C
O75914;5063;PAK3
Q6A163;390792;KRT39
P12882;4619;MYH1
O14638;5169;ENPP3
P33076;4261;CIITA
P32298;2868;GRK4
Q9NXK8;54850;FBXL12
Q96LW7;84270;CARD19
Q7Z4K8;80128;TRIM46
Q9BQS6;94086;HSPB9
A8MRT5;100132247;NPIPB5
Q9BV10;79087;ALG12
O00628;5191;PEX7
Q9NX62;54928;IMPAD1
Q9NR83;56731;SLC2A4RG
Q9Y6N7;6091;ROBO1
P12821;1636;ACE
Q9C075;25984;KRT23
Q9GZY6;7462;LAT2
B3EWG6;100133093;FAM25G
Q86TV6;145567;TTC7B
Q14549;2636;GBX1
Q99767;321;APBA2
P48449;4047;LSS
Q8WV93;246269;AFG1L
Q96PQ6;57693;ZNF317
Q01850;1039;AC092338.1
Q9Y2U9;23588;KLHDC2
Q9H992;64844;MARCH7
Q5VTM2;642517;AGAP9
Q92830;2648;KAT2A
Q96LB0;117195;MRGPRX3
Q0VDD7;79173;C19orf57
A2RU14;219854;TMEM218
Q96LA9;117196;MRGPRX4
Q9BV23;57406;ABHD6
Q6UWU2;79411;GLB1L
Q96F05;53838;C11orf24
P62070;22800;RRAS2
Q13330;9112;MTA1
O75711;11341;SCRG1
Q8IX05;9936;CD302
Q96RA2;162998;OR7D2
Q9NS68;55504;TNFRSF19
Q96LA8;55170;PRMT6
O95424;28955;DEXI
Q92982;4814;NINJ1
Q5M8T2;340146;SLC35D3
Q8N684;79869;CPSF7
Q9BXI6;83874;TBC1D10A
Q6PI78;157378;TMEM65
O15067;5198;PFAS
B5MCN3;730005;SEC14L6
P55061;7009;TMBIM6
P35237;5269;SERPINB6
P52848;3340;NDST1
Q53H54;55039;TRMT12
Q8NC24;285613;RELL2
Q8IWU2;22853;LMTK2
P68036;7332;UBE2L3
Q8WWA0;55600;ITLN1
A6NJZ7;150221;RIMBP3C
Q6P1N0;54862;CC2D1A
Q8N5A5;84619;ZGPAT
Q9H3Q1;23580;CDC42EP4
P56539;859;CAV3
Q15323;3881;KRT31
P08908;3350;HTR1A
Q9NZT1;51806;CALML5
Q5U651;54922;RASIP1
A6NN92;100126572;GJE1
P30559;5021;OXTR
A8MPS7;150223;YDJC
P07320;1421;CRYGD
O95059;11102;RPP14
O60524;9147;NEMF
Q96M91;220136;CFAP53
Q08AF8;283768;GOLGA8G
P07315;1420;CRYGC
Q03405;5329;PLAUR
P27482;810;CALML3
O43529;9486;CHST10
C9J3V5;647310;TEX22
Q86WN1;89848;FCHSD1
Q8NA61;220082;SPERT
Q2NKJ3;80169;CTC1
P86397;109703458;HTD2
P04183;7083;TK1
Q9NR99;25878;MXRA5
Q9Y2I2;22854;NTNG1
A6NED2;91433;RCCD1
Q8NBJ4;51280;GOLM1
O00273;1676;DFFA
Q9UHF4;53832;IL20RA
Q96HA4;54991;C1orf159
Q8WWU7;142683;ITLN2
Q14593;10793;AC092161.1
Q16633;5450;POU2AF1
Q8TC71;132671;SPATA18
Q9Y2M2;51066;SSUH2
Q8TDY2;9821;RB1CC1
Q8N4P3;374659;HDDC3
P35523;1180;CLCN1
Q8IYV9;284359;IZUMO1
O75381;5195;PEX14
Q8IYX3;164592;CCDC116
P53367;27236;ARFIP1
Q14525;3884;KRT33B
P07316;1419;CRYGB
Q9HB89;10316;NMUR1
P36543;529;ATP6V1E1
Q9NY30;54766;BTG4
Q8NBI5;29015;SLC43A3
P11844;1418;CRYGA
Q8IVF7;91010;FMNL3
Q9NQY0;55909;BIN3
Q5T6J7;414328;IDNK
P35749;4629;MYH11
O43257;10467;ZNHIT1
O76009;3883;KRT33A
Q99797;4285;MIPEP
Q7Z5V6;220004;PPP1R32
P23280;765;CA6
Q15393;23450;SF3B3
Q53QW1;165100;TEX44
Q7RTS1;168620;BHLHA15
Q3T8J9;54856;GON4L
Q93070;420;ART4
B2RNN3;387911;C1QTNF9B
P43628;3804;KIR2DL3
O43548;9333;TGM5
Q8IYM0;84070;FAM186B
Q9NQU5;56924;PAK6
Q9NQU5;106821730;PAK6
Q02218;4967;OGDH
Q6P1K8;728340;GTF2H2C
P08493;4256;MGP
Q9NX18;54949;SDHAF2
Q9HCN8;23753;SDF2L1
P13727;5553;PRG2
Q92896;2734;GLG1
O60568;8985;PLOD3
P56282;5427;POLE2
Q96KX2;93661;CAPZA3
Q8WU17;11236;RNF139
A2RU48;440087;SMCO3
Q7Z6L1;25851;TECPR1
Q9UMR5;9374;PPT2
P28068;3109;HLA-DMB
Q5U649;144608;C12orf60
P46736;79184;BRCC3
Q8NG98;125958;OR7D4
Q99956;1852;DUSP9
Q12851;5871;MAP4K2
Q9Y6M9;4715;NDUFB9
Q9NS91;56852;RAD18
Q2TBA0;131377;KLHL40
Q6IFN5;26648;OR7E24
P19526;2523;FUT1
Q9H3U1;55898;UNC45A
P56278;4515;MTCP1
P28067;3108;HLA-DMA
P18075;655;BMP7
Q13503;9412;MED21
P07305;3005;H1F0
P00492;3251;HPRT1
Q4ZG55;9687;GREB1
Q99946;80863;PRRT1
Q8NA77;400629;TEX19
P51784;8237;USP11
Q13117;57054;DAZ2
Q13117;57055;DAZ2
Q13117;57135;DAZ2
Q7L3B6;55664;CDC37L1
P06454;5757;PTMA
P12524;4610;MYCL
P56277;100272147;CMC4
Q7RTU0;100129654;TCF24
O60566;701;BUB1B
Q6X4U4;25928;SOSTDC1
P31483;7072;TIA1
Q9HBB8;53841;CDHR5
A8MTZ7;728858;C12orf71
Q6NWY9;25766;PRPF40B
Q8N7Z2;283767;GOLGA6L1
Q9Y371;51100;SH3GLB1
Q86WT6;140691;TRIM69
Q13228;8991;SELENBP1
Q9Y5U9;51124;IER3IP1
A6NJI9;100506049;LRRC72
Q9H0B3;80726;IQCN
Q9BYP8;83902;KRTAP17-1
P28702;6257;RXRB
Q8N3V7;11346;SYNPO
A8MUX0;100505753;KRTAP16-1
O43524;2309;FOXO3
O75920;8293;SERF1A
O00592;5420;PODXL
Q969T4;10477;UBE2E3
Q7L592;55471;NDUFAF7
Q5H8A3;129521;NMS
O75971;10302;SNAPC5
Q9H2F5;80314;EPC1
Q9NZ71;51750;RTEL1
Q9H7D0;80005;DOCK5
Q9NXE8;54883;CWC25
Q9H0R4;84064;HDHD2
Q5TBE3;389766;C9orf153
Q9NXR1;54820;NDE1
Q92504;7922;SLC39A7
P25440;6046;BRD2
Q9UDY6;10107;TRIM10
P56180;7179;TPTE
Q8N163;57805;CCAR2
Q8TCJ0;26260;FBXO25
Q9NWW7;54980;C2orf42
Q13356;23759;PPIL2
O75197;4041;LRP5
Q9UIJ7;50808;AK3
Q6UW60;54760;PCSK4
Q6ZMJ4;146433;IL34
Q9H3Y8;79144;PPDPF
O94806;23683;PRKD3
Q02750;5604;MAP2K1
P48145;2831;NPBWR1
Q8IV20;144811;LACC1
P51817;5613;PRKX
P17535;3727;JUND
O43312;9788;MTSS1
Q6P2I3;151313;FAHD2B
Q7Z6W1;127391;TMCO2
P35270;6697;SPR
P0DJI9;6289;SAA2
P41145;4986;OPRK1
Q8WXI3;136371;ASB10
Q5T0U0;160857;CCDC122
Q96M69;136332;LRGUK
O60688;29799;YPEL1
Q9BRD0;84811;BUD13
P04049;5894;RAF1
Q6ZMT1;342667;STAC2
Q0P641;389073;C2orf80
P35542;6291;SAA4
Q8TBZ5;91392;ZNF502
Q86T96;285671;RNF180
O95665;23620;NTSR2
Q99943;10554;AGPAT1
Q8IV38;57037;ANKMY2
Q01959;6531;SLC6A3
P15941;4582;MUC1
Q9UIK4;23604;DAPK2
Q32M78;374879;ZNF699
P10070;2736;GLI2
Q8NAA5;388341;LRRC75A
Q6NXT4;55676;SLC30A6
Q1MSJ5;79848;CSPP1
P46695;8870;IER3
Q96PF1;116179;TGM7
Q9BUE6;81689;ISCA1
Q9NP94;29986;SLC39A2
Q9NQC3;57142;RTN4
Q9NPI9;3773;KCNJ16
P43626;3802;KIR2DL1
P43626;112267881;KIR2DL1
Q8NFU3;100131187;TSTD1
Q6MZT1;401190;RGS7BP
Q9UMX0;29979;UBQLN1
P55285;1004;CDH6
Q9BZL1;59286;UBL5
Q969J5;116379;IL22RA2
O60294;9836;LCMT2
Q6PXP3;155184;SLC2A7
Q96ME1;80028;FBXL18
P63252;3759;KCNJ2
Q9H0P0;51251;NT5C3A
Q99944;80864;EGFL8
Q9GZN0;54112;GPR88
Q8TDC0;91977;MYOZ3
Q6P531;124975;GGT6
A6NKW6;100132916;SHISAL2B
Q765P7;92154;MTSS2
O94818;8715;NOL4
P51168;6338;SCNN1B
Q6PI97;399949;C11orf88
Q92851;843;CASP10
Q8TDL5;92747;BPIFB1
Q96KN3;63876;PKNOX2
Q9C019;89870;TRIM15
Q8N9Q2;285672;SREK1IP1
Q92905;10987;COPS5
O14511;9542;NRG2
Q13882;5753;PTK6
O75390;1431;CS
Q96DN0;121506;ERP27
Q8N9U0;123036;TC2N
Q9Y624;50848;F11R
P51786;7712;ZNF157
Q07065;10970;CKAP4
P43220;2740;GLP1R
A8MV24;388381;C17orf98
Q12931;10131;TRAP1
Q9BXX0;84034;EMILIN2
P13942;1302;COL11A2
Q96T51;80230;RUFY1
P51814;7592;ZNF41
Q6DHV7;161823;ADAL
P09683;6343;SCT
Q68DK7;339287;MSL1
Q5H9R4;100131755;ARMCX4
Q8WXK3;79754;ASB13
P25098;156;GRK2
Q8N6C8;11026;LILRA3
P06340;3111;HLA-DOA
Q9H7T0;79820;CATSPERB
Q5SRN2;10665;TSBP1
P98182;7752;ZNF200
Q8N1I0;9732;DOCK4
Q8N4U5;255394;TCP11L2
Q9H598;140679;SLC32A1
Q6P1N9;83940;TATDN1
B1AJZ9;114827;FHAD1
P21917;1815;DRD4
Q9H492;84557;MAP1LC3A
Q8NCE0;80746;TSEN2
Q86XD5;9715;FAM131B
Q9H5X1;84191;CIAO2A
P14672;6517;SLC2A4
O75600;23464;GCAT
Q9BW60;64834;ELOVL1
Q9NPP4;58484;NLRC4
Q9H2J4;79031;PDCL3
Q8N5R6;80125;CCDC33
O43749;4992;OR1F1
H3BPM6;100129480;MKRN2OS
Q9NPB0;55776;SAYSD1
Q9H7H0;64745;METTL17
Q04741;2016;EMX1
Q14596;4077;NBR1
Q9Y6D6;10565;ARFGEF1
P32321;1635;DCTD
Q53GD3;80736;SLC44A4
P22760;13;AADAC
Q9Y2T7;51087;YBX2
Q6A162;125115;KRT40
Q9BSR8;84272;YIPF4
Q86V15;54897;CASZ1
P24855;1773;DNASE1
Q9BXA5;56670;SUCNR1
Q9BYR6;85293;KRTAP3-3
Q8IW03;283514;SIAH3
Q96T23;51773;RSF1
Q9BYR7;83897;KRTAP3-2
Q96HR9;92840;REEP6
I1YAP6;390231;TRIM77
Q6PKG0;23367;LARP1
Q9BYR8;83896;KRTAP3-1
Q9GZK4;26716;OR2H1
Q13360;7730;ZNF177
Q9BYS1;83895;KRTAP1-5
Q7Z4L9;286187;PPP1R42
Q9BYC5;2530;FUT8
P0C5Y4;728255;KRTAP1-4
Q9H000;23609;MKRN2
Q8IUG1;81850;KRTAP1-3
Q6P093;344752;AADACL2
Q7Z3C6;79065;ATG9A
P39877;5322;PLA2G5
P58658;59271;EVA1C
Q9NRR5;56893;UBQLN4
Q9UFH2;8632;DNAH17
Q9H9F9;79913;ACTR5
O60613;9403;SELENOF
Q9UNK4;26279;PLA2G2D
Q6ZUM4;201176;ARHGAP27
Q504Q3;9924;PAN2
Q8NCF0;283971;CLEC18C
Q9Y5K1;23626;SPO11
Q9UKP6;2837;UTS2R
Q07627;81851;KRTAP1-1
Q9BZM2;64600;PLA2G2F
A6NCM1;392843;IQCA1L
Q9C0D6;85462;FHDC1
Q9BR84;84527;ZNF559
Q9HBW0;9170;LPAR2
Q32NB8;9489;PGS1
Q8NEN0;84071;ARMC2
Q92506;7923;HSD17B8
Q5T200;23091;ZC3H13
Q9UIR0;56244;BTNL2
P46778;6144;RPL21
Q9BYU5;81872;KRTAP2-1
P20036;3113;HLA-DPA1
Q96SL4;2882;GPX7
P08575;5788;PTPRC
Q0PNE2;54859;ELP6
Q9NPF5;55929;DMAP1
Q8N6L1;200185;KRTCAP2
Q96A47;64843;ISL2
Q6ZN16;389840;MAP3K15
Q9UPQ0;22998;LIMCH1
P62068;64854;USP46
Q9BYT5;728279;KRTAP2-2
Q6UWV7;348378;SHISAL2A
Q99961;6455;SH3GL1
P0C7H8;730755;KRTAP2-3
Q9Y2B0;10330;CNPY2
Q9UG63;10061;ABCF2
Q8NCN5;55066;PDPR
Q96BR5;65260;COA7
Q96IY4;1361;CPB2
Q9UKK6;29107;NXT1
Q5JPF3;400986;ANKRD36C
P35410;116511;MAS1L
Q6NXR0;56269;IRGC
Q9HCE3;55205;ZNF532
Q9NW64;55696;RBM22
Q9UQ05;23415;KCNH4
Q9NP79;51534;VTA1
Q96CX3;115560;ZNF501
P18858;3978;LIG1
B3EWG5;644054;FAM25C
Q8N3F8;85377;MICALL1
Q86YL5;157695;TDRP
Q9UNP4;8869;ST3GAL5
Q9NSA1;26291;FGF21
Q86V20;54537;SHLD2
P13796;3936;LCP1
Q96PV7;54540;FAM193B
Q9BXK5;23786;BCL2L13
A6QL64;375248;ANKRD36
P61296;9464;HAND2
P08559;5160;PDHA1
Q00577;5813;PURA
Q8TC76;90362;FAM110B
Q9NVN3;55188;RIC8B
P30260;996;CDC27
Q9BYR9;85294;KRTAP2-4
Q96B01;10635;RAD51AP1
Q9NZI6;29842;TFCP2L1
P17600;6853;SYN1
Q8TCX1;51626;DYNC2LI1
P52566;397;ARHGDIB
Q969S0;84912;SLC35B4
Q9NP58;10058;ABCB6
Q2TAL5;342527;SMTNL2
P49765;7423;VEGFB
P24347;4320;MMP11
P00367;2746;GLUD1
P50613;1022;CDK7
O43612;3060;HCRT
Q9Y2H1;23012;STK38L
Q9BYR0;100132476;KRTAP4-7
Q9H4I8;253190;SERHL2
P01033;7076;TIMP1
Q9C0D3;79699;ZYG11B
P67936;7171;TPM4
Q9BYQ9;728224;KRTAP4-8
Q9H9K5;100288413;ERVMER34-1
P00338;3939;LDHA
P09327;7429;VIL1
Q8WYQ3;400916;CHCHD10
Q9H252;81033;KCNH6
Q14162;8578;SCARF1
O75920;8293;SERF1B
O75920;728492;SERF1B
Q96T49;26051;PPP1R16B
Q9BPW5;65997;RASL11B
Q6ZVT0;254173;TTLL10
Q9HAU0;54477;PLEKHA5
Q9H5Q4;64216;TFB2M
P19320;7412;VCAM1
Q5R387;391013;PLA2G2C
O60927;6992;PPP1R11
P43362;728269;MAGEA9B
Q9BYQ8;100132386;KRTAP4-9
Q7LGA3;9653;HS2ST1
Q6PCD5;55159;RFWD3
Q96LJ8;127733;UBXN10
Q9H8Y1;55237;VRTN
Q6WRX3;440590;ZYG11A
P10398;369;ARAF
Q9H2S5;80352;RNF39
P56746;24146;CLDN15
Q8NHR7;145645;TERB2
P54750;5136;PDE1A
Q16637;6606;SMN1
Q06587;6015;RING1
O15205;10537;UBD
Q9BZE7;84645;C22orf23
O95918;7932;OR2H2
Q9Y2Q5;28956;LAMTOR2
Q5VU43;9659;PDE4DIP
Q9BYQ6;653240;KRTAP4-11
Q9BQ66;83755;KRTAP4-12
Q9Y6F8;9085;CDY1B
Q9Y6F8;253175;CDY1B
Q9BYQ5;81871;KRTAP4-6
Q9BX79;64220;STRA6
Q9BYR2;85289;KRTAP4-5
Q6T310;387496;RASL11A
P47985;7386;UQCRFS1
O75911;9249;DHRS3
P56693;6663;SOX10
P27918;5199;CFP
Q5VSY0;80318;GKAP1
Q9BYR3;84616;KRTAP4-4
Q33E94;5992;RFX4
P06732;1158;CKM
A6NDD5;646658;SYNDIG1L
Q6PJW8;163882;CNST
P02771;174;AFP
Q86UQ4;154664;ABCA13
Q5JUQ0;286336;FAM78A
Q155Q3;85458;DIXDC1
P0DJI8;6288;SAA1
Q6PIF6;4648;MYO7B
Q9H930;93349;SP140L
Q9HBJ0;10761;PLAC1
Q309B1;147166;TRIM16L
O75113;9683;AC026470.1
P26885;2286;FKBP2
P61218;5435;POLR2F
Q5VUY2;343066;AADACL4
P01903;3122;HLA-DRA
Q5VUY0;126767;AADACL3
Q96A57;29058;TMEM230
Q86VH2;55582;KIF27
Q8N1D5;93190;C1orf158
P26599;5725;PTBP1
Q96Q80;91319;DERL3
Q8NBV4;84814;PLPP7
P57735;57111;RAB25
O95522;390999;PRAMEF12
Q9BYR4;85290;KRTAP4-3
Q8WTR4;81544;GDPD5
Q9Y6Q1;827;CAPN6
O95521;65121;PRAMEF1
P22732;6518;SLC2A5
A1L020;92312;MEX3A
O75844;10269;ZMPSTE24
Q96MG7;56160;NSMCE3
Q5TB30;55635;DEPDC1
Q96L42;131096;KCNH8
